accession	bioproject	title	organism	access	release_date	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why	page_ok	description	data_type	accessibility_page	organization	n_files	file_names	related_accessions	publications	desc_lung	desc_ici	desc_neoadjuvant	desc_mpr_keyword	desc_gene_keyword	priority
OMIX008537	PRJCA034467	lncRNA IL6-AS1 promotes inflammatory effects in lung macrophages via exosomes through the S100A9/TLR4 pathway in COPD progression	Homo sapiens	Open	2025-07-21	https://ngdc.cncb.ac.cn/omix/release/OMIX008537	True	False	False	False	False	lung	True	This study investigates the role of IL6-AS1, a highly expressed long non-coding RNA (lncRNA), in chronic obstructive pulmonary disease (COPD). An adeno-associated virus (AAV) was used to induce the expression of IL6-AS1 in mice, and they were exposed to cigarette smoke to establish a COPD model. Our findings indicate that the upregulation of IL6-AS1 in fibroblasts enhances the interaction between the S100A9 protein and the AGER and TLR4 receptors on lung macrophages, thereby exacerbating inflammatory responses. These findings suggest that IL6-AS1 may play a role in facilitating the crosstalk between fibroblasts and macrophages, leading to increased pulmonary inflammation. Mendelian randomization analysis further suggests a potential shared causal variant between IL6-AS1 and COPD. Taken together, this investigation provides valuable insights into the function of IL6-AS1 and its potential implications for the pathogenesis and therapeutic strategies in COPD.	Expression Profiling by Array	Open-access	Guangzhou Laboratory	0		OMIX008536;OMIX008537;OMIX008538;PRJCA034467	OMIX008537-01 | Long Noncoding RNA Interleukin 6 Antisense RNA 1 Promotes Inflammatory Effects in Lung Macrophages via Exosomes Through the S100A9/TLR4 Pathway in Chronic Obstructive Pulmonary Disease Progression	True	False	False	False	False	0
OMIX008538	PRJCA034467	lncRNA IL6-AS1 promotes inflammatory effects in lung macrophages via exosomes through the S100A9/TLR4 pathway in COPD progression	Homo sapiens	Open	2025-07-21	https://ngdc.cncb.ac.cn/omix/release/OMIX008538	True	False	False	False	False	lung	True	This study investigates the role of IL6-AS1, a highly expressed long non-coding RNA (lncRNA), in chronic obstructive pulmonary disease (COPD). An adeno-associated virus (AAV) was used to induce the expression of IL6-AS1 in mice, and they were exposed to cigarette smoke to establish a COPD model. Our findings indicate that the upregulation of IL6-AS1 in fibroblasts enhances the interaction between the S100A9 protein and the AGER and TLR4 receptors on lung macrophages, thereby exacerbating inflammatory responses. These findings suggest that IL6-AS1 may play a role in facilitating the crosstalk between fibroblasts and macrophages, leading to increased pulmonary inflammation. Mendelian randomization analysis further suggests a potential shared causal variant between IL6-AS1 and COPD. Taken together, this investigation provides valuable insights into the function of IL6-AS1 and its potential implications for the pathogenesis and therapeutic strategies in COPD.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Guangzhou Laboratory	2	OMIX008538-02.csv;OMIX008538-01.csv	OMIX008536;OMIX008537;OMIX008538;PRJCA034467	OMIX008538-01 | OMIX008538-02 | Long Noncoding RNA Interleukin 6 Antisense RNA 1 Promotes Inflammatory Effects in Lung Macrophages via Exosomes Through the S100A9/TLR4 Pathway in Chronic Obstructive Pulmonary Disease Progression	True	False	False	False	False	0
OMIX008566	PRJCA034600	EWGS Identifies RNLS Gene Hypomethylation as a Novel Target for Lung Cancer Metastasis	Homo sapiens environmental sample	Open	2025-01-07	https://ngdc.cncb.ac.cn/omix/release/OMIX008566	True	False	False	False	False	lung	True	The beta matrix for tumor tissues, adjacent non-tumor tissues, and normal lung tissues from 38 lung cancer patients, along with the corresponding grouping information, and the beta matrix for peripheral blood samples from 42 lung cancer patients along with the corresponding grouping information.	Methylation profiling by Array	Open-access	Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology	4	OMIX008566-02.tar;OMIX008566-01.tar;OMIX008566-03.tar;OMIX008566-04.tar	OMIX008566;PRJCA034600	OMIX008566-01 | OMIX008566-02 | OMIX008566-03 | OMIX008566-04 | RNLS hypomethylation as a potential epigenetic marker of lung cancer metastasis: an epigenome-wide association study	True	False	False	False	False	0
OMIX008571	PRJCA013277	Transcriptome Profiling of Tumor-Infiltrating Lymphocyte-Mediated Cytotoxicity against Patient-Derived Lung Cancer Organoids	Homo sapiens	Open	2025-11-04	https://ngdc.cncb.ac.cn/omix/release/OMIX008571	True	False	False	False	False	lung	True	We established organoids from surgical specimens of patients with NSCLC and expanded autologous TILs. Co-culture experiments of organoids and TILs were performed to evaluate TIL-mediated tumor organoid killing efficacy. Flow cytometry and single-cell RNA sequencing were used to analyze phenotypic and molecular modulation in TILs exposed to the organoids.	Expression Profiling	Open-access	Peking University Shenzhen Hospital	1	OMIX008571-01.rds	OMIX008571;PRJCA013277	OMIX008571-01 | Transcriptome profiling of tumor-infiltrating lymphocyte-mediated cytotoxicity against patient-derived lung cancer organoids	True	False	False	False	False	0
OMIX008845	PRJCA035557	Single cell RNA sequencing gene expression matrix of mice with irAEs after PD1 antibody treatment	Mus musculus	Open	2026-04-30	https://ngdc.cncb.ac.cn/omix/release/OMIX008845	False	True	False	False	False	ici	True	This dataset was obtained from mouse samples, which were systematically allocated into two experimental groups: the anti-PD1 treatment group and the saline control group. Notably, mice in the treatment group exhibited significant immune-related adverse effects. To elucidate the underlying mechanisms of these PD1 treatment-induced immune side effects, we previously performed comprehensive single-cell transcriptome profiling coupled with TCR sequencing analysis.	Expression Profiling	Open-access	Sichuan University	6	OMIX008845-08.csv;OMIX008845-13.txt;OMIX008845-09.csv;OMIX008845-11.txt;OMIX008845-12.txt;OMIX008845-10.csv	OMIX008845;PRJCA035557	OMIX008845-08 | OMIX008845-09 | OMIX008845-10 | OMIX008845-11 | OMIX008845-12 | OMIX008845-13	False	True	False	False	False	0
OMIX008846	PRJCA035006	Genomic variant data from a lung cancer patient	Homo sapiens	Open	2025-12-31	https://ngdc.cncb.ac.cn/omix/release/OMIX008846	True	False	False	False	False	lung	True	Genomic variant data from a lung cancer patient	Other Type of Genomic Data	Open-access	Fujian Medical University Union Hospital	0		OMIX008846;PRJCA035006	OMIX008846-01	True	False	False	False	False	0
OMIX009009	PRJCA036104	Untargeted plasma metabolomics for lung cancer in two prospective cohort studies	Homo sapiens	Open	2026-05-13	https://ngdc.cncb.ac.cn/omix/release/OMIX009009	True	False	False	False	False	lung	True	This study was based on two prospective community cohorts of chronic non-communicable diseases in Jiangsu Province, China. Using a 1:1 matched nested case-control study design, untargeted metabolomics analysis was performed on plasma samples collected at baseline from 704 participants. The aim was to systematically investigate the relationship between the plasma metabolome (analyzed using LC-MS) and lung cancer risk.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Nanjing Medical University	5	OMIX009009-02.rar;OMIX009009-04.rar;OMIX009009-01.rar;OMIX009009-03.xlsx;OMIX009009-05.rar	OMIX009009;PRJCA036104	OMIX009009-01 | OMIX009009-02 | OMIX009009-03 | OMIX009009-04 | OMIX009009-05	True	False	False	False	False	0
OMIX009351	PRJCA036480	Single cell sequencing of lung tissue from mice with neutrophil asthma	Mus musculus	Open	2026-04-07	https://ngdc.cncb.ac.cn/omix/release/OMIX009351	True	False	False	False	False	lung	True	Single cell sequencing revealed that ceramide Cer24:1 interferes with the immune microenvironment of lung tissue in mice with neutrophil asthma	Expression Profiling	Open-access	Peking University	9	OMIX009351-09.zip;OMIX009351-06.zip;OMIX009351-07.zip;OMIX009351-04.zip;OMIX009351-01.zip;OMIX009351-05.zip;OMIX009351-08.zip;OMIX009351-03.zip;OMIX009351-02.zip	OMIX009351;OMIX010031;PRJCA036480	OMIX009351-01 | OMIX009351-02 | OMIX009351-03 | OMIX009351-04 | OMIX009351-05 | OMIX009351-06 | OMIX009351-07 | OMIX009351-08	True	False	False	False	False	0
OMIX009421	PRJCA016774	Molecular recognition and activation of the  prostacyclin receptor by anti- pulmonary arterial  hypertension drugs	Homo sapiens	Open	2025-03-13	https://ngdc.cncb.ac.cn/omix/release/OMIX009421	True	False	False	False	False	lung	True	Here we report cryo-electron microscopy structures of the human IP and Gs complex bound with two anti- PAH drugs, treprostinil and MRE-269.	Other Type of Image Data	Open-access	Shanghai Institute of Materia Medica CAS	2	OMIX009421-02.gz;OMIX009421-01.gz	OMIX009421;PRJCA016774	OMIX009421-01 | OMIX009421-02	True	False	False	False	False	0
OMIX009642	PRJCA009917	Anti-PD1 therapy achieved better outcomes in non-liver cancer patients with HBV infection	Homo sapiens	Open	2026-03-05	https://ngdc.cncb.ac.cn/omix/release/OMIX009642	False	True	False	False	False	ici	True	Anti-PD1 therapy has shown promising outcomes in different types of cancer. It is valuable to analyze whether the efficacy of anti-PD1 therapy has been impacted in cancer patients infected with hepatitis B virus (HBV) since the comorbidity of HBV and cancer cannot be neglected. We designed a multicenter retrospective study to evaluate the efficacy of anti-PD1 therapy on non-liver cancer patients infected with HBV. In addition, we performed single-cell RNA-seq (scRNA-seq) on peripheral blood mononuclear cells (PBMCs) from esophageal squamous cell carcinoma (ESCC) patients to compare the responses of HBV+ ESCC patients and HBV- ESCC patients to anti-PD1 therapy. We found anti-PD1 therapy on HBV+ non-liver patients is safe and achieves better outcomes than that in HBV- non-liver patients. The anti-PD1 therapy on HBV+ non-liver patients has significantly better efficacy than that in HBV- patients may be due to stronger immunosuppression caused by comorbidity.	Expression Profiling	Open-access	Shanghai Institute of Nutrition and Health, Chinese Academy of Sciences	0		OMIX009642;PRJCA009917	OMIX009642-01 | OMIX009642-02	False	True	False	False	False	0
OMIX009733	PRJCA038318	ATAC-seq data from lung ILC2	Mus musculus	Open	2025-08-08	https://ngdc.cncb.ac.cn/omix/release/OMIX009733	True	False	False	False	False	lung	True	ATAC-seq data from lung ILC2 of IL7rCre/+ and Bach2f/fXIl7rCre/+ mice during the steady state	Chromatin Accessibility Profiling	Open-access	School of Basic Medical Sciences, Tianjin Medical University	1	OMIX009733-01.zip	OMIX009712;OMIX009731;OMIX009732;OMIX009733;OMIX009737;PRJCA038318	OMIX009733-01 | BACH2 drives the development and function of group 2 innate lymphoid cells	True	False	False	False	False	0
OMIX009983	PRJCA039413	Targeting branched-chain amino acids alleviates pulmonary fibrosis	Mus musculus	Open	2026-03-17	https://ngdc.cncb.ac.cn/omix/release/OMIX009983	True	False	False	False	False	lung	True	Idiopathic pulmonary fibrosis (IPF) is a devastating, progressive interstitial lung disease characterized by relentless scarring of the lung parenchyma, leading to irreversible decline of lung function and a poor prognosis. Despite extensive research, the molecular mechanisms driving lung fibroblast activation and fibrosis remain incompletely understood. Emerging evidence highlights the pivotal role of cellular metabolism in regulating cellular function and disease progression. In this study, we employed metabolic profilings using ex vivo lung fibroblasts and in vivo rodent models of IPF. MLFs treated with 20 ng/mL TGF-β1 for 48 h were used as in vitro model for pulmonary fibrosis. Mice intratracheally injected with 1.25 mg/kg bleomycin (BLM) for 21 days were used as in vivo model for pulmonary fibrosis. Chromatographic separation was performed using an Agilent 1290II ultra-high-pressure liquid chromatography (UHPLC) system equipped with 6546 quadrupole time-of-flight (QTOF) mass spectrometry.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Guangzhou National Laboratory	40	OMIX009983-16.d.zip;OMIX009983-21.d.zip;OMIX009983-05.d.zip;OMIX009983-19.d.zip;OMIX009983-17.d.zip;OMIX009983-10.d.zip;OMIX009983-36.d.zip;OMIX009983-39.d.zip;OMIX009983-22.d.zip;OMIX009983-15.d.zip;OMIX009983-23.d.zip;OMIX009983-26.d.zip;OMIX009983-30.d.zip;OMIX009983-32.d.zip;OMIX009983-01.d.zip;OMIX009983-09.d.zip;OMIX009983-37.d.zip;OMIX009983-20.d.zip;OMIX009983-06.d.zip;OMIX009983-29.d.zip;OMIX009983-34.d.zip;OMIX009983-04.d.zip;OMIX009983-25.d.zip;OMIX009983-03.d.zip;OMIX009983-33.d.zip;OMIX009983-14.d.zip;OMIX009983-13.d.zip;OMIX009983-07.d.zip;OMIX009983-12.d.zip;OMIX009983-38.d.zip;OMIX009983-24.d.zip;OMIX009983-27.d.zip;OMIX009983-08.d.zip;OMIX009983-35.d.zip;OMIX009983-18.d.zip;OMIX009983-11.d.zip;OMIX009983-28.d.zip;OMIX009983-40.d.zip;OMIX009983-02.d.zip;OMIX009983-31.d.zip	OMIX009983;PRJCA039413	OMIX009983-01 | OMIX009983-02 | OMIX009983-03 | OMIX009983-04 | OMIX009983-05 | OMIX009983-06 | OMIX009983-07 | OMIX009983-08	True	False	False	False	False	0
OMIX010147	PRJCA040084	Metabolite profiling of mouse lung tumor tissue before and after immunotherapy	Mus musculus	Open	2025-08-29	https://ngdc.cncb.ac.cn/omix/release/OMIX010147	True	True	False	False	False	lung+ici	True	To explore the impact of radiation pneumonitis on the efficacy of lung cancer immunotherapy, we performed immunotherapy on left lung tumor-bearing mice with or without radiation pneumonitis. Untargeted metabolomics was then used to detect and analyze metabolic characteristics of lung tumor tissue before and after treatment. The metabolomic data provided the basis for understanding how radiation pneumonitis affects lung cancer immunotherapy.	Metabolome Data by Mass Spectrometry (MS)	Open-access	National Cancer Center and National Clinical Research Center for Cancer and Cancer Hospital and Shenzhen Hospital	1	OMIX010147-03.tar	OMIX010147;PRJCA040084	OMIX010147-03 | Immunotherapy enhances the risk of tumor oxidative stress and metastasis in lung cancer with radiation pneumonitis	True	True	False	False	False	1
OMIX010154	PRJCA040044	Gut microbiome-linked SCFA production in 25 NSCLC patients.	Homo sapiens environmental sample	Open	2025-05-16	https://ngdc.cncb.ac.cn/omix/release/OMIX010154	True	False	False	False	False	lung	True	This study investigates the prognostic value of the nutrition-immunity axis in postoperative non-small cell lung cancer (NSCLC) and explores the role of gut microbiota-derived metabolites in modulating antitumor immunity. By integrating clinical cohorts and preclinical models, we identified a potential mechanism linking gut microbial production of short-chain fatty acids (SCFAs) to enhanced CD8+ T-cell infiltration and tumor suppression. The findings highlight the gut microbiota-SCFA axis as a critical determinant of postoperative prognosis and a novel immunomodulatory target. The associated data provide insights into how SCFA-producing bacteria influence lung cancer progression in murine models, supporting translational strategies to harness microbial metabolites for adjuvant therapy in NSCLC patients undergoing surgery	Other Type of Metabolome Data	Open-access	The Second Xiangya Hospital	1	OMIX010154-01.tar	OMIX010137;OMIX010154;PRJCA040044	OMIX010154-01 | Gut microbiota-associated nutritional-immune status predicts prognosis in postoperative NSCLC patients	True	False	False	False	False	0
