Protein	Description	Exp. q-value: Combined	Protein FDR Confidence: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Razor Peptides	Abundances (Normalized): A1: Pg_1	Abundances (Normalized): A2: Pg_2	Abundances (Normalized): A3: Pg_3	Found in Sample: A1: Pg_1	Found in Sample: A2: Pg_2	Found in Sample: A3: Pg_3
EOS18993	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1405448:1407940:1 gene:C803_01156 transcript:EOS18993 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	225.237	40	28	92	28	830	93.3	5.82	163.56	0	225713883	213409350.6	216815387.9	High	High	High
EOS16223	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:73643:76828:-1 gene:C803_03440 transcript:EOS16223 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	224.23	33	26	71	25	1061	118	5.77	168.31	1	99196505.13	94688362	101289698.8	High	High	High
EOS17237	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1012024:1014183:-1 gene:C803_02871 transcript:EOS17237 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	220.375	55	37	125	36	719	81.9	5.69	166.58	1	408503277.2	414752315.1	424299853.2	High	High	High
EOS16011	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1279818:1282445:1 gene:C803_04325 transcript:EOS16011 gene_biotype:protein_coding transcript_biotype:protein_coding description:alanyl-tRNA synthetase	0	High	219.473	46	37	129	37	875	98	5.78	168.16	0	443178580.7	448439362	453507124.9	High	High	High
EOS17784	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:892179:895484:-1 gene:C803_02798 transcript:EOS17784 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	219.413	35	35	104	35	1101	121.4	5.58	181.72	0	142973824.2	136247606.6	134176579.4	High	High	High
EOS18194	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2172679:2173935:-1 gene:C803_01855 transcript:EOS18194 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	217.471	60	23	96	23	418	47.2	7.83	194.87	0	399224600	373116503.3	363956112.1	High	High	High
EOS17313	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:316294:317445:-1 gene:C803_02322 transcript:EOS17313 gene_biotype:protein_coding transcript_biotype:protein_coding description:fructose-1,6-bisphosphate aldolase, class II"	0	High	216.89	68	21	154	21	383	42.2	5.59	295.35	0	3011933398	2980986773	3040287095	High	High	High
EOS17143	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1251064:1252947:-1 gene:C803_03042 transcript:EOS17143 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	216.45	44	28	189	28	627	72.3	5.91	290.55	0	1253791426	1222911568	1235467991	High	High	High
EOS15555	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:700408:701697:1 gene:C803_03866 transcript:EOS15555 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	214.92	62	24	118	24	429	49.5	7.2	221.9	0	430382049.7	449581212.1	420393037.9	High	High	High
EOS19699	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:495226:499236:1 gene:C803_00378 transcript:EOS19699 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	214.408	33	39	107	39	1336	150.5	6.37	173.28	0	97583904.84	92761945.5	91509361.47	High	High	High
EOS12521	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.9:21217:22692:1 gene:C803_05652 transcript:EOS12521 gene_biotype:protein_coding transcript_biotype:protein_coding description:inosine-5'-monophosphate dehydrogenase	0	High	214.271	55	24	97	24	491	52.4	6.81	179.04	0	352566522.1	333693886.9	337526133.6	High	High	High
EOS12627	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.8:8943:10697:-1 gene:C803_05556 transcript:EOS12627 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	214.11	53	25	85	25	584	66.8	6.49	164.51	0	275325653.8	275323204.4	282853944.4	High	High	High
EOS12517	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.9:15363:16715:1 gene:C803_05648 transcript:EOS12517 gene_biotype:protein_coding transcript_biotype:protein_coding description:trigger factor	0	High	210.841	58	30	116	30	450	50.9	4.82	205.31	0	537868943	519663407.8	525943750.6	High	High	High
EOS17027	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1085375:1086160:1 gene:C803_02922 transcript:EOS17027 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	208.994	52	15	112	15	261	29.2	5.49	223.46	0	823825335.8	789350167.2	825062181.3	High	High	High
EOS17310	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:310360:313521:1 gene:C803_02319 transcript:EOS17310 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	208.978	39	33	95	33	1053	118.1	5.94	181.99	0	189718144.7	181034980.4	180153003.9	High	High	High
EOS19180	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1232703:1235279:1 gene:C803_01013 transcript:EOS19180 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA gyrase, A subunit"	0	High	208.74	43	36	105	36	858	96.2	5.4	151.57	0	164132924.3	195504929.1	200772437.9	High	High	High
EOS19898	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:747737:749842:1 gene:C803_00579 transcript:EOS19898 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	208.603	55	34	92	34	701	80.8	5.66	159.44	0	152950022.6	145818119.3	144678514.7	High	High	High
EOS13256	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:199369:201855:1 gene:C803_05201 transcript:EOS13256 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	205.802	42	27	74	27	828	92.8	5.33	160.06	0	69897420.97	70545711.94	70481500.68	High	High	High
EOS19726	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:530060:531541:-1 gene:C803_00407 transcript:EOS19726 gene_biotype:protein_coding transcript_biotype:protein_coding description:prolyl-tRNA synthetase	0	High	203.957	59	26	93	26	493	56.2	6.13	188.87	0	481200172.2	439905216.3	447316968.8	High	High	High
EOS19716	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:516564:518204:1 gene:C803_00397 transcript:EOS19716 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	203.927	51	26	131	26	546	61.7	5.78	189.63	0	458928378.2	463551467.5	453928773.9	High	High	High
EOS19821	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:640067:642415:-1 gene:C803_00502 transcript:EOS19821 gene_biotype:protein_coding transcript_biotype:protein_coding description:hexosaminidase	0	High	203.482	44	27	89	27	782	87	5.85	165.15	0	187779136.7	181344979.5	176212383.2	High	High	High
EOS16293	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:160203:161468:1 gene:C803_03510 transcript:EOS16293 gene_biotype:protein_coding transcript_biotype:protein_coding description:beta-ketoacyl-acyl-carrier-protein synthase II	0	High	202.959	62	16	71	16	421	44.6	5.58	181.68	0	353761915.4	335847890.1	351615207.8	High	High	High
EOS19899	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:749998:751953:1 gene:C803_00580 transcript:EOS19899 gene_biotype:protein_coding transcript_biotype:protein_coding description:threonyl-tRNA synthetase	0	High	202.713	53	31	116	31	651	75	6.16	173.59	0	301000833	331040499.9	328165520.3	High	High	High
EOS17980	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:161259:162812:1 gene:C803_02186 transcript:EOS17980 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	201.864	53	19	64	19	517	57.5	6.42	162.65	0	157124933.8	185793529.1	178163324.5	High	High	High
EOS15584	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:739989:741533:-1 gene:C803_03895 transcript:EOS15584 gene_biotype:protein_coding transcript_biotype:protein_coding description:glycine-tRNA ligase	0	High	201.529	54	31	121	31	514	59.8	6.55	209.29	0	383158733.9	390653898.5	404561745.7	High	High	High
EOS18742	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1577966:1579390:1 gene:C803_01311 transcript:EOS18742 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	200.275	58	23	79	23	474	54.1	8.05	157.28	0	401387593.5	387334052.7	386000187	High	High	High
EOS17675	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:747267:749891:-1 gene:C803_02687 transcript:EOS17675 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	199.058	42	26	78	24	874	96	5.71	171.6	1	110039476.1	99743582.5	85361701.35	High	High	High
EOS17199	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1325749:1327638:-1 gene:C803_03101 transcript:EOS17199 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	199.056	38	23	99	23	629	71	5.15	246.21	0	415015462.5	409481404	399307893.9	High	High	High
EOS17311	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:313551:315509:1 gene:C803_02320 transcript:EOS17311 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	198.543	36	19	65	19	652	75.3	5.22	151.95	0	161864302.6	165765671.1	155019027.1	High	High	High
EOS17540	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:600866:602215:-1 gene:C803_02552 transcript:EOS17540 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	198.448	45	18	61	18	449	50.4	7.17	128.94	0	182325412.3	185463821.3	187165517.6	High	High	High
EOS12966	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:203932:205638:-1 gene:C803_05471 transcript:EOS12966 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	196.738	52	27	96	27	568	63.9	5.25	196.79	0	563278441	558554218.8	556354915.3	High	High	High
EOS16142	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1462566:1463855:-1 gene:C803_04457 transcript:EOS16142 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	196.106	62	21	83	21	429	48.5	5.08	171.28	0	302721313.2	287407950.4	289953138.6	High	High	High
EOS16092	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1399638:1401086:-1 gene:C803_04407 transcript:EOS16092 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	193.319	67	26	109	26	482	54	8.29	175.22	0	332046315.2	354018249	347623091.3	High	High	High
EOS12666	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.8:70992:72506:1 gene:C803_05595 transcript:EOS12666 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	193.079	43	19	120	19	504	56.3	4.93	265.37	0	1156211458	1103986879	1107979672	High	High	High
EOS17268	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1060717:1062123:-1 gene:C803_02903 transcript:EOS17268 gene_biotype:protein_coding transcript_biotype:protein_coding description:asparaginyl-tRNA synthetase	0	High	191.892	51	28	125	28	468	53.4	5.48	203.24	0	683833189.1	728519675.4	731638842.5	High	High	High
EOS17840	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:6661:8235:-1 gene:C803_02046 transcript:EOS17840 gene_biotype:protein_coding transcript_biotype:protein_coding description:peptidase Do	0	High	191.547	49	25	139	25	524	55.7	7.91	292.59	0	1571183941	1605903037	1621751791	High	High	High
EOS19727	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:531803:533074:-1 gene:C803_00408 transcript:EOS19727 gene_biotype:protein_coding transcript_biotype:protein_coding description:phosphoglycerate kinase	0	High	190.323	60	20	65	20	423	45.4	5.41	148.27	0	174989625	177418473.4	171965635.9	High	High	High
EOS18537	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1847820:1849568:1 gene:C803_01534 transcript:EOS18537 gene_biotype:protein_coding transcript_biotype:protein_coding description:glutamine-tRNA ligase	0	High	189.432	51	29	83	29	582	67.2	5.55	142.14	0	170783828.5	197940688.5	191222232.7	High	High	High
EOS16224	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:77834:79474:-1 gene:C803_03441 transcript:EOS16224 gene_biotype:protein_coding transcript_biotype:protein_coding description:fumarate hydratase class I, aerobic"	0	High	188.925	52	22	59	22	546	59.9	6.35	108.9	0	125880967.2	122990060.1	127441717.2	High	High	High
EOS12524	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.9:25284:26645:1 gene:C803_05655 transcript:EOS12524 gene_biotype:protein_coding transcript_biotype:protein_coding description:peptidyl-prolyl cis-trans isomerase SurA	0	High	188.878	56	32	129	31	453	52.3	6.13	198.18	1	759133603	746249473.8	758717951.4	High	High	High
EOS15536	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:675550:678765:-1 gene:C803_03847 transcript:EOS15536 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	188.71	31	27	66	25	1071	118.3	6.16	162.33	1	81243017.43	73233016.44	71529085.43	High	High	High
EOS14550	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:270522:272153:-1 gene:C803_04691 transcript:EOS14550 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	187.395	51	19	77	19	543	60.9	4.88	206.93	0	447852826.1	440359231	438894371.5	High	High	High
EOS16108	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1415509:1417749:1 gene:C803_04423 transcript:EOS16108 gene_biotype:protein_coding transcript_biotype:protein_coding description:formate acetyltransferase	0	High	187.138	41	24	68	24	746	84.5	5.81	137.08	0	101956913	99313064.81	98598035.49	High	High	High
EOS19880	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:728190:730490:1 gene:C803_00561 transcript:EOS19880 gene_biotype:protein_coding transcript_biotype:protein_coding description:iron complex outermembrane recepter protein	0	High	182.138	43	23	60	22	766	86	6.47	131.55	0	57273217.8	55860121.56	54787237.67	High	High	High
EOS12951	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:181677:183284:1 gene:C803_05456 transcript:EOS12951 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	181.577	45	27	154	26	535	60.2	5.19	248.48	1	3762604464	3754895592	3702170299	High	High	High
EOS16232	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:89706:91124:1 gene:C803_03449 transcript:EOS16232 gene_biotype:protein_coding transcript_biotype:protein_coding description:adenosylhomocysteinase	0	High	181.42	60	24	68	24	472	52.2	5.8	149.32	0	160931256.6	210615977.8	206938564	High	High	High
EOS18887	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1277174:1278286:-1 gene:C803_01050 transcript:EOS18887 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	181.42	52	20	73	20	370	42.3	5.33	144.29	0	167457402.2	160417572	156997819.3	High	High	High
EOS16751	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1532230:1533423:1 gene:C803_03288 transcript:EOS16751 gene_biotype:protein_coding transcript_biotype:protein_coding description:aspartate aminotransferase	0	High	181.24	54	20	80	20	397	43	5.77	170.3	0	204532295.1	197071674.1	198024955.7	High	High	High
EOS13191	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:112153:113640:-1 gene:C803_05133 transcript:EOS13191 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	180.474	57	20	72	20	495	55.4	9.35	148.16	0	120628146.9	113581593	117147446.2	High	High	High
EOS12843	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:41025:42941:-1 gene:C803_05348 transcript:EOS12843 gene_biotype:protein_coding transcript_biotype:protein_coding description:chaperone dnaK	0	High	179.451	46	24	65	24	638	68.7	5.07	123	0	118407693.5	100899367.2	97608481.77	High	High	High
EOS13978	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:66444:69842:1 gene:C803_04804 transcript:EOS13978 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	179.281	31	27	68	25	1132	126.3	6.23	114.84	1	86838888.6	83792896.56	83505789.54	High	High	High
EOS15541	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:683730:686543:-1 gene:C803_03852 transcript:EOS15541 gene_biotype:protein_coding transcript_biotype:protein_coding description:zinc protease	0	High	178.576	30	23	63	22	937	106.1	5.24	125.15	1	111513106.8	101830051.7	104348610.8	High	High	High
EOS15866	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1102702:1103895:1 gene:C803_04179 transcript:EOS15866 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	177.883	47	16	62	16	397	44	5	146.32	0	194047530.6	197415252.8	198405150.7	High	High	High
EOS15922	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1178453:1179184:-1 gene:C803_04235 transcript:EOS15922 gene_biotype:protein_coding transcript_biotype:protein_coding description:transcriptional regulatory protein rprY	0	High	177.859	79	20	138	20	243	27.9	5.63	203.59	0	2296035680	2266693831	2345123973	High	High	High
EOS16916	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1385897:1388938:-1 gene:C803_03140 transcript:EOS16916 gene_biotype:protein_coding transcript_biotype:protein_coding description:translation initiation factor IF-2	0	High	174.748	29	20	58	20	1013	112.2	6.89	93.91	0	69425806.47	75693180.69	70070526.77	High	High	High
EOS12566	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.9:58700:59692:1 gene:C803_05697 transcript:EOS12566 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA-directed RNA polymerase subunit alpha	0	High	173.147	62	16	75	16	330	37.2	5.06	152.79	0	534917742.1	524010159.4	518146172	High	High	High
