cohort,cancer,tissue,gene,measure,cutoff,endpoint,n_R,n_NR,n_with_binary,n_high_R,n_high_NR,n_low_R,n_low_NR,n_used,or,logor,se_logor,or_lo,or_hi,p,haldane,estimable,effect,histology_split,reason
Van_Allen,melanoma,nonlung,CLDN4,residual,continuous,DCB,13,29,42,,,,,42.0,0.9693591179812129,-0.031120128957347695,0.33736073587503107,0.50040016469016,1.8778113316472145,0.9265027076417847,,True,OR,all,
Van_Allen,melanoma,nonlung,CLDN4,residual,median,ORR,7,34,41,2.0,19.0,5.0,15.0,41.0,0.3157894736842105,-1.1526795099383855,0.9051509518384405,0.053569501455661514,1.861562810553493,0.23791896962628675,False,True,OR,all,
Van_Allen,melanoma,nonlung,CLDN4,residual,tertile,ORR,7,34,41,1.0,13.0,3.0,11.0,28.0,0.28205128205128205,-1.2656663733312759,1.2252205928588946,0.025550491254514272,3.1135575795520736,0.5955555555555555,False,True,OR,all,
Van_Allen,melanoma,nonlung,CLDN4,residual,continuous,ORR,7,34,41,,,,,41.0,0.560746658483477,-0.5784860646125444,0.43193314417048667,0.24049041921187408,1.3074816702920864,0.18047453205955588,,True,OR,all,
Van_Allen,melanoma,nonlung,CLDN4,residual,median,author_R_vs_NR,9,30,39,4.0,16.0,5.0,14.0,39.0,0.7,-0.35667494393873245,0.7641521912738138,0.15654477012355836,3.130094985691637,0.7164265551362325,False,True,OR,all,
Van_Allen,melanoma,nonlung,CLDN4,residual,tertile,author_R_vs_NR,9,30,39,2.0,11.0,3.0,10.0,26.0,0.6060606060606061,-0.5007752879124893,1.01204862740998,0.0833763487774808,4.405439475394202,1.0,False,True,OR,all,
Van_Allen,melanoma,nonlung,CLDN4,residual,continuous,author_R_vs_NR,9,30,39,,,,,39.0,0.768481471678257,-0.2633388260166329,0.38571563998548236,0.3608324772159226,1.6366702267750293,0.49477880118591566,,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,raw,median,DCB,13,29,42,9.0,12.0,4.0,17.0,42.0,3.1875,1.1592369104845446,0.7094138241225704,0.7935694773150258,12.803108663372505,0.18094392582984242,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,raw,tertile,DCB,13,29,42,7.0,7.0,2.0,12.0,28.0,6.0,1.791759469228055,0.9322272357358045,0.9652135441840508,37.2974459557888,0.10318840579710144,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,raw,continuous,DCB,13,29,42,,,,,42.0,1.4337500828483614,0.36029344724582624,0.3549111930842644,0.7151002822703738,2.874616820932063,0.3100271466122255,,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,raw,median,ORR,7,34,41,5.0,16.0,2.0,18.0,41.0,2.8125,1.0340737675305385,0.9044642367476757,0.4777459675045304,16.557243363702465,0.40989300745398316,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,raw,tertile,ORR,7,34,41,4.0,10.0,0.0,14.0,28.0,12.428571428571427,2.5199979695992702,1.5448060832032273,0.6018049114946772,256.6768479364069,0.09777777777777778,True,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,raw,continuous,ORR,7,34,41,,,,,41.0,1.7301877460188093,0.5482299263317102,0.4494063650062648,0.7170522635341998,4.174799786167708,0.22250354370651215,,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,raw,median,author_R_vs_NR,9,30,39,6.0,14.0,3.0,16.0,39.0,2.2857142857142856,0.8266785731844679,0.7961963146288554,0.48004942890905666,10.883233019964962,0.45057645057645057,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,raw,tertile,author_R_vs_NR,9,30,39,5.0,8.0,1.0,12.0,26.0,7.499999999999999,2.0149030205422647,1.18673220792786,0.7326463909030155,76.77646501563957,0.16024844720496895,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,raw,continuous,author_R_vs_NR,9,30,39,,,,,39.0,1.4844655479112243,0.39505480707848994,0.40084033367892036,0.6766560083589102,3.2566591232668447,0.32434588090153893,,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,residual,median,DCB,13,29,42,8.0,13.0,5.0,16.0,42.0,1.9692307692307693,0.6776429940239801,0.6814859330338939,0.5178501135255736,7.488401993550402,0.5054755778595275,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,residual,tertile,DCB,13,29,42,7.0,7.0,3.0,11.0,28.0,3.666666666666667,1.2992829841302609,0.8425892890113842,0.7031450894522782,19.1204413514672,0.2364607170099161,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,residual,continuous,DCB,13,29,42,,,,,42.0,1.355022098786225,0.3038177632659976,0.3463083576773936,0.6873259687965804,2.6713451427039425,0.3803214526289196,,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,residual,median,ORR,7,34,41,5.0,16.0,2.0,18.0,41.0,2.8125,1.0340737675305385,0.9044642367476757,0.4777459675045304,16.557243363702465,0.40989300745398316,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,residual,tertile,ORR,7,34,41,4.0,10.0,1.0,13.0,28.0,5.2,1.6486586255873816,1.1945388553425447,0.5002548897847006,54.052445167777286,0.32592592592592595,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,residual,continuous,ORR,7,34,41,,,,,41.0,1.659288158478044,0.5063886902048298,0.4317757038188461,0.7118474192937805,3.8677350205145484,0.24087402571851113,,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,residual,median,author_R_vs_NR,9,30,39,5.0,15.0,4.0,15.0,39.0,1.25,0.22314355131420976,0.7637626158259733,0.2797577648726527,5.585189032058713,1.0,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,residual,tertile,author_R_vs_NR,9,30,39,4.0,9.0,2.0,11.0,26.0,2.4444444444444446,0.8938178760220965,0.9757152258831477,0.3611059163072018,16.54724658925822,0.6447204968944099,False,True,OR,all,
Van_Allen,melanoma,nonlung,TACSTD2,residual,continuous,author_R_vs_NR,9,30,39,,,,,39.0,1.2990445114242484,0.26162900301691017,0.3873966368731526,0.6079464933455404,2.7757650732962214,0.4994523021832217,,True,OR,all,
Nathanson,melanoma,nonlung,CLDN4,raw,median,author_R_vs_NR,10,14,24,7.0,5.0,3.0,9.0,24.0,4.2,1.4350845252893227,0.8873001675315898,0.7378433033038526,23.90751521496922,0.2137568986404631,False,True,OR,all,
Nathanson,melanoma,nonlung,CLDN4,raw,tertile,author_R_vs_NR,10,14,24,5.0,3.0,1.0,7.0,16.0,11.666666666666666,2.456735772821304,1.2946777499402993,0.9223480638536731,147.57022478306476,0.11888111888111888,False,True,OR,all,
Nathanson,melanoma,nonlung,CLDN4,raw,continuous,author_R_vs_NR,10,14,24,,,,,24.0,4.718567124495026,1.5515051781902987,0.8000306281045912,0.983581425622557,22.636535347617727,0.05246393952174929,,True,OR,all,
Nathanson,melanoma,nonlung,CLDN4,residual,median,author_R_vs_NR,10,14,24,,,,,,,,,,,,,False,OR,all,too_few
Nathanson,melanoma,nonlung,CLDN4,residual,tertile,author_R_vs_NR,10,14,24,,,,,,,,,,,,,False,OR,all,too_few
Nathanson,melanoma,nonlung,CLDN4,residual,continuous,author_R_vs_NR,0,0,24,,,,,0.0,,,,,,,,False,OR,all,too_few_or_one_class
Nathanson,melanoma,nonlung,TACSTD2,raw,median,author_R_vs_NR,10,14,24,6.0,6.0,4.0,8.0,24.0,2.0,0.6931471805599453,0.8416254115301731,0.38425894180297815,10.409647154160247,0.6801722977520528,False,True,OR,all,
Nathanson,melanoma,nonlung,TACSTD2,raw,tertile,author_R_vs_NR,10,14,24,4.0,4.0,2.0,6.0,16.0,3.0000000000000004,1.0986122886681098,1.0801234497346435,0.3611616370448624,24.91959022458979,0.6083916083916083,False,True,OR,all,
Nathanson,melanoma,nonlung,TACSTD2,raw,continuous,author_R_vs_NR,10,14,24,,,,,24.0,2.43153711314714,0.8885236142233753,0.5329682233885001,0.8554786829437984,6.911186509366651,0.09548993812899714,,True,OR,all,
Nathanson,melanoma,nonlung,TACSTD2,residual,median,author_R_vs_NR,10,14,24,,,,,,,,,,,,,False,OR,all,too_few
Nathanson,melanoma,nonlung,TACSTD2,residual,tertile,author_R_vs_NR,10,14,24,,,,,,,,,,,,,False,OR,all,too_few
Nathanson,melanoma,nonlung,TACSTD2,residual,continuous,author_R_vs_NR,0,0,24,,,,,0.0,,,,,,,,False,OR,all,too_few_or_one_class
