spec	geneset	smooth	score	subset	radius_um	patient_mean_rho	n_patients_neg	n_samples_neg	n_samples	n_fov	rho_Lung5	rho_Lung6	rho_Lung9	rho_Lung12	rho_Lung13
keratin|hs30|mean|quartile|count100	keratin	hs30	mean	quartile	100	-0.1729569478062695	4	7	8	225	-0.39072804283933243	-0.04379080288977698	-0.22287267400304117	-0.262339327006755	0.05494610770755809
program_ceacam|ball60|pc1|tertile|count30	program_ceacam	ball60	pc1	tertile	30	-0.1728516972960314	4	7	8	225	-0.36069347914971894	0.02372179114337304	-0.1366770513939489	-0.28256144795320487	-0.10804829912665725
adhesion|hs30|pc1|tertile|count75	adhesion	hs30	pc1	tertile	75	-0.17284350928165654	4	7	8	225	-0.4289644241313527	-0.029776460363430637	-0.12411595474365783	-0.30946365028391615	0.028102943114074536
adhesion_ezr|ball60|pc1|tertile|count75	adhesion_ezr	ball60	pc1	tertile	75	-0.17281178679477502	4	7	8	225	-0.42176116987218515	-0.006507408798751234	-0.1530743220181306	-0.302126980833357	0.01941094754854881
program|ball25|pc1|tertile|count50	program	ball25	pc1	tertile	50	-0.17279546200499907	4	7	8	225	-0.3865670772953492	0.01167728509751832	-0.1701200417271714	-0.2727722093342874	-0.04619526676570558
program_ceacam|ball25|pc1|quartile|count75	program_ceacam	ball25	pc1	quartile	75	-0.17278044162663872	4	7	8	225	-0.41370908789961836	0.03300922751592631	-0.1834555225727681	-0.2762325936122533	-0.023514231564480292
keratin|hs15|mean|quartile|count30	keratin	hs15	mean	quartile	30	-0.17262303202464846	5	8	8	225	-0.3527744101428921	-0.053847037642457816	-0.13721662542095103	-0.26026538075496947	-0.05901170616197195
adhesion_ezr|hs60|mean|tertile|count30	adhesion_ezr	hs60	mean	tertile	30	-0.17250952420986063	5	8	8	225	-0.33564884045669363	-0.05460916808281054	-0.11927750228807059	-0.2719106159856273	-0.0811014942361011
program_ceacam|hs60|pc1|all|count100	program_ceacam	hs60	pc1	all	100	-0.17245151243194584	4	7	8	225	-0.4197387691273547	0.043853041269791386	-0.16859308846741908	-0.2712607976126526	-0.046517948222094305
adhesion_ezr|ball25|mean|quartile|count40	adhesion_ezr	ball25	mean	quartile	40	-0.17242164677254276	5	8	8	225	-0.3436984534352566	-0.053978717682227194	-0.12507512348096328	-0.25932420294653935	-0.08003173631772745
program|hs30|pc1|tertile|count30	program	hs30	pc1	tertile	30	-0.17237689463786215	4	7	8	225	-0.3635547911040572	0.010875768044954635	-0.1425684840458399	-0.2811281680912953	-0.08550879799307289
adhesion|ball60|mean|quartile|count30	adhesion	ball60	mean	quartile	30	-0.17237153734241467	5	8	8	225	-0.35369728644633547	-0.05746308517149331	-0.11697241853608731	-0.25931292731490424	-0.07441196924325312
adhesion|hs30|mean|all|count50	adhesion	hs30	mean	all	50	-0.17215851957482062	5	8	8	225	-0.36580568446541173	-0.07036165548330742	-0.11870075301274668	-0.2693841516160232	-0.03654035329661419
adhesion|ball25|mean|quartile|count40	adhesion	ball25	mean	quartile	40	-0.1720773029963762	5	8	8	225	-0.36047814262354555	-0.07720072472269045	-0.11758608101154873	-0.2363981433136482	-0.06872342331044802
adhesion_ezr|ball40|pc1|quartile|count40	adhesion_ezr	ball40	pc1	quartile	40	-0.17202350389082316	5	8	8	225	-0.3752370824215495	-0.005993108470029839	-0.13604247377318343	-0.27095946429978074	-0.07188539048957235
program_ceacam|ball60|pc1|all|count40	program_ceacam	ball60	pc1	all	40	-0.17199356343314587	4	7	8	225	-0.3680468681937567	0.029098464145251402	-0.1476924983518221	-0.27405410872725366	-0.09927280603814824
program_ceacam|ball60|mean|tertile|count100	program_ceacam	ball60	mean	tertile	100	-0.1719560260367208	4	7	8	225	-0.4050565406101643	-0.00737348669571189	-0.1925371066700937	-0.3018808901750301	0.04706789396739601
adhesion_ezr|ball60|mean|tertile|count75	adhesion_ezr	ball60	mean	tertile	75	-0.17195058481744108	4	7	8	225	-0.3850213868650835	-0.035989712501279206	-0.15459096356281482	-0.3127708296748569	0.02861996851682914
program|ball40|mean|quartile|count75	program	ball40	mean	quartile	75	-0.17182724906558824	4	7	8	225	-0.38026169671067905	-0.028925563237890833	-0.2010331883679984	-0.29125945074741394	0.04234365373604112
program|hs15|pc1|tertile|count75	program	hs15	pc1	tertile	75	-0.17169389114016204	3	6	8	225	-0.42772678113891766	0.03421114685865938	-0.178144045166474	-0.2931362319791858	0.00632645572510786
program|hs15|pc1|tertile|count30	program	hs15	pc1	tertile	30	-0.17167812475770777	4	7	8	225	-0.3638908799629273	0.009088226749753035	-0.13768716611893	-0.27438215143355243	-0.09151865302288212
program_ceacam|ball25|pc1|tertile|count30	program_ceacam	ball25	pc1	tertile	30	-0.17165934686507522	5	8	8	225	-0.3489598967418103	-0.002504259894733481	-0.1339522597110367	-0.2595960465330593	-0.1132842714447363
program|hs60|pc1|all|count50	program	hs60	pc1	all	50	-0.17159109216275278	4	7	8	225	-0.38642323602175105	0.0248698953402522	-0.16546763392787042	-0.2875999208243117	-0.04333456538008311
program_ceacam|ball15|mean|tertile|count50	program_ceacam	ball15	mean	tertile	50	-0.17153506469437407	5	8	8	225	-0.3545263386781772	-0.034983776702988655	-0.1328859730515306	-0.2720496197687999	-0.06322961527037416
adhesion_ezr|hs30|pc1|quartile|count75	adhesion_ezr	hs30	pc1	quartile	75	-0.17152409375895403	4	7	8	225	-0.42267155328091793	-0.009867801506985475	-0.14109656453734593	-0.3151023884035062	0.031117838933985502
adhesion|hs15|mean|tertile|count30	adhesion	hs15	mean	tertile	30	-0.17151005150357274	5	8	8	225	-0.34884072598897437	-0.07336696912001829	-0.10677278092099533	-0.24622738432199723	-0.08234239716587843
program|ball15|pc1|quartile|count40	program	ball15	pc1	quartile	40	-0.1714138468187027	5	8	8	225	-0.36867269325551993	-0.031056471185703104	-0.12102061335181159	-0.25099137214444694	-0.08532808415603198
program_ceacam|hs30|mean|all|count75	program_ceacam	hs30	mean	all	75	-0.1713772210500825	5	8	8	225	-0.37223755105132417	-0.02894119781782707	-0.16066512283355286	-0.2822568680565496	-0.012785365491158726
keratin|hs60|mean|all|count50	keratin	hs60	mean	all	50	-0.1713606850597968	5	8	8	225	-0.35110458340574635	-0.06564289894429956	-0.16237612355780745	-0.2682916474567459	-0.009388171934384825
adhesion|ball40|pc1|quartile|count40	adhesion	ball40	pc1	quartile	40	-0.17125428410239774	5	8	8	225	-0.3911426320204111	-0.01862197544646733	-0.12367344144586713	-0.2572421812638156	-0.06559119033542751
program|ball40|pc1|quartile|count30	program	ball40	pc1	quartile	30	-0.1712181962677509	4	7	8	225	-0.36842141290505137	0.03112876183129946	-0.14328894076595677	-0.27666675933664003	-0.09884263016240581
adhesion|hs60|mean|all|count40	adhesion	hs60	mean	all	40	-0.17118305894478789	5	8	8	225	-0.3525271877502189	-0.07031870179648887	-0.11620535368951687	-0.26546222282116555	-0.05140182866654915
adhesion_ezr|hs15|pc1|quartile|count30	adhesion_ezr	hs15	pc1	quartile	30	-0.17102685071785612	5	8	8	225	-0.3627938567507423	-0.014594063457128771	-0.11253306611038633	-0.26390519670414686	-0.10130807056687634
program_ceacam|hs15|pc1|quartile|count100	program_ceacam	hs15	pc1	quartile	100	-0.17094654834384215	3	6	8	225	-0.45034627941174477	0.05556881371536949	-0.17305006131245562	-0.28891908735182675	0.0020138726414468677
program|hs30|pc1|all|count50	program	hs30	pc1	all	50	-0.170749534643492	4	7	8	225	-0.386792629994073	0.021217413097696255	-0.15966139606041652	-0.28612734845285	-0.042383711807816686
adhesion|hs15|pc1|tertile|count50	adhesion	hs15	pc1	tertile	50	-0.170571734405724	5	8	8	225	-0.4025539459139818	-0.005041721428449096	-0.11751832829229059	-0.28104147178006744	-0.046703204613831185
program|ball25|pc1|quartile|count30	program	ball25	pc1	quartile	30	-0.17053098035640138	4	7	8	225	-0.3535572555087265	6.904122895431119e-05	-0.13785701242606418	-0.2591629638336526	-0.1021467112425178
keratin|ball60|mean|tertile|count100	keratin	ball60	mean	tertile	100	-0.17051491330634824	4	7	8	225	-0.3703744966998326	-0.04633032899591867	-0.23379035041678975	-0.262309899051753	0.06023050863255275
keratin|hs60|mean|tertile|count30	keratin	hs60	mean	tertile	30	-0.17046507887108017	5	8	8	225	-0.3352017830726577	-0.06128551475212436	-0.14555867072823114	-0.2665561817166399	-0.04372324408574769
adhesion|ball25|mean|quartile|count50	adhesion	ball25	mean	quartile	50	-0.17044546970395863	5	8	8	225	-0.3674382460486442	-0.07101892084719279	-0.1274073554150375	-0.24476086047043685	-0.041601965738481746
program|ball15|pc1|quartile|count50	program	ball15	pc1	quartile	50	-0.17026785344346385	5	8	8	225	-0.3788739731926558	-0.03229050492270698	-0.1327402361611729	-0.24859810229917764	-0.058836450641605864
adhesion_ezr|hs15|mean|tertile|count30	adhesion_ezr	hs15	mean	tertile	30	-0.17025965615729474	5	8	8	225	-0.3267115721582938	-0.059380712346800715	-0.11127423972853354	-0.2601675962698172	-0.09376416028302852
keratin|ball40|mean|quartile|count30	keratin	ball40	mean	quartile	30	-0.17021470896472496	5	8	8	225	-0.3414486112832939	-0.053490952967336886	-0.14597309695333607	-0.2559660467310118	-0.05419483688864611
keratin|hs30|mean|tertile|count30	keratin	hs30	mean	tertile	30	-0.17017640819425073	5	8	8	225	-0.33772146822212956	-0.058567787144611055	-0.13870876555133851	-0.2656370889423	-0.050246931110874506
adhesion|ball60|mean|all|count50	adhesion	ball60	mean	all	50	-0.1701696171015455	5	8	8	225	-0.35708885318005834	-0.06698167993819432	-0.12885444600951337	-0.2677336418389112	-0.03018946454105016
program|ball60|mean|tertile|count30	program	ball60	mean	tertile	30	-0.17014015186158182	5	8	8	225	-0.33314289554598325	-0.05061991096386933	-0.13508557200989962	-0.26878756483376176	-0.06306481595439514
adhesion_ezr|ball60|mean|quartile|count30	adhesion_ezr	ball60	mean	quartile	30	-0.17010011938824468	5	8	8	225	-0.3334591113412793	-0.047096597688662076	-0.1204361584261387	-0.26714377834461417	-0.08236495114052912
program_ceacam|ball25|mean|quartile|count75	program_ceacam	ball25	mean	quartile	75	-0.1700854890231186	5	8	8	225	-0.3764504178652813	-0.01704037879821832	-0.17137437156324775	-0.28507046718308915	-0.0004918097057565157
adhesion|hs30|mean|all|count40	adhesion	hs30	mean	all	40	-0.17001107617256592	5	8	8	225	-0.3491795025086504	-0.07004734606802061	-0.11176703681016191	-0.26039393586961307	-0.05866755960638357
adhesion|hs60|pc1|all|count50	adhesion	hs60	pc1	all	50	-0.16998725370520867	5	8	8	225	-0.37720414119852885	-0.03386440764820024	-0.12078410028325698	-0.2812980457165063	-0.03678557367955105
adhesion|ball40|mean|quartile|count30	adhesion	ball40	mean	quartile	30	-0.16977988549001824	5	8	8	225	-0.3461007603898539	-0.06735555690763792	-0.11285927214533897	-0.23669796034270332	-0.08588587766455712
adhesion_ezr|hs60|mean|all|count50	adhesion_ezr	hs60	mean	all	50	-0.1696182326269042	5	8	8	225	-0.3472499554269429	-0.05018483557768782	-0.12921491052634426	-0.2833040269966823	-0.038137434606863814
program_ceacam|hs30|mean|quartile|count100	program_ceacam	hs30	mean	quartile	100	-0.16958170991217167	4	7	8	225	-0.408545328845369	-0.010906706219493276	-0.182624966899806	-0.30490986039355905	0.059078312797368936
adhesion|hs15|pc1|tertile|count40	adhesion	hs15	pc1	tertile	40	-0.16955486658987695	5	8	8	225	-0.3887491356725573	-0.006423027004451226	-0.11023375483855843	-0.2727903989844583	-0.06957801644935958
adhesion_ezr|ball25|mean|quartile|count50	adhesion_ezr	ball25	mean	quartile	50	-0.1694518191842163	5	8	8	225	-0.34903884819951536	-0.047240083278960614	-0.13448397021757927	-0.26348868832485445	-0.053007505900171906
keratin|ball25|pc1|tertile|count30	keratin	ball25	pc1	tertile	30	-0.16939676387561012	5	8	8	225	-0.331006673904424	-0.114136192100484	-0.09701349797804472	-0.2445690696701712	-0.0602583857249266
adhesion|hs60|pc1|tertile|count30	adhesion	hs60	pc1	tertile	30	-0.1692861870365099	5	8	8	225	-0.3616507071602061	-0.02234765445139977	-0.11125032218214373	-0.2731926379307885	-0.07798961345801152
program|ball25|mean|tertile|count30	program	ball25	mean	tertile	30	-0.1692526222160308	5	8	8	225	-0.3224821232958622	-0.05823212585489304	-0.13036564955438865	-0.2515365372509196	-0.08364667512409035
keratin|ball25|pc1|quartile|count100	keratin	ball25	pc1	quartile	100	-0.16910393318392802	4	7	8	225	-0.3723539969705144	-0.14500392595154296	-0.14408566833082917	-0.21744142082414744	0.03336534615739381
program_ceacam|ball15|pc1|quartile|count30	program_ceacam	ball15	pc1	quartile	30	-0.16896346700584086	5	8	8	225	-0.3496026243739036	-0.030807186378152853	-0.10598418875592969	-0.24476459716737062	-0.11365873835384752
program_ceacam|ball40|pc1|all|count40	program_ceacam	ball40	pc1	all	40	-0.16883520201242813	4	7	8	225	-0.3631935704604544	0.033048026264526416	-0.14634042998037156	-0.2689113172086198	-0.09877871867722124
program|hs15|mean|tertile|count75	program	hs15	mean	tertile	75	-0.16882887700230007	4	7	8	225	-0.37649030093134245	-0.035859746902282066	-0.1714854763497085	-0.28342090363527567	0.023112042807108445
keratin|ball25|mean|quartile|count40	keratin	ball25	mean	quartile	40	-0.16881263759497428	5	8	8	225	-0.355144240075509	-0.04896678606386672	-0.14595329564225135	-0.2543467353852917	-0.039652130807952726
adhesion_ezr|ball40|mean|quartile|count30	adhesion_ezr	ball40	mean	quartile	30	-0.16876931890732433	5	8	8	225	-0.3268975568410011	-0.053526990296737395	-0.11881008680787442	-0.25277424941910337	-0.09183771117190526
keratin|ball15|pc1|tertile|count50	keratin	ball15	pc1	tertile	50	-0.16855307328928334	5	8	8	225	-0.3589193728653678	-0.1271371519676492	-0.08923625749847726	-0.23658064637468984	-0.030891937740232595
program|hs15|mean|all|count50	program	hs15	mean	all	50	-0.168247151064131	5	8	8	225	-0.3433151215201366	-0.0484053746295354	-0.14341394533941032	-0.27169238652207434	-0.03440892730949845
keratin|ball25|mean|quartile|count50	keratin	ball25	mean	quartile	50	-0.16822533871812623	5	8	8	225	-0.36108046289991497	-0.04803503572892781	-0.1606624720420626	-0.25456330818032424	-0.016785414739401518
adhesion|hs30|pc1|tertile|count30	adhesion	hs30	pc1	tertile	30	-0.16816093984842093	5	8	8	225	-0.35995125701557545	-0.024142887880251356	-0.10736072534770266	-0.2619250144974821	-0.08742481450109309
adhesion_ezr|ball40|pc1|tertile|count50	adhesion_ezr	ball40	pc1	tertile	50	-0.16814039151387208	5	8	8	225	-0.3746671844240003	-0.008869125370821967	-0.14230368795893591	-0.2717349274115217	-0.04312703240408049
adhesion_ezr|hs30|mean|tertile|count75	adhesion_ezr	hs30	mean	tertile	75	-0.16810550826331563	4	7	8	225	-0.3810873668869965	-0.042851442017434585	-0.13850189599403087	-0.31166535449830973	0.03357851808019366
program|hs15|mean|all|count40	program	hs15	mean	all	40	-0.16802251242011254	5	8	8	225	-0.3318529040465069	-0.050591345669640464	-0.1340950402272675	-0.2635872581077486	-0.05998601404939924
adhesion|ball40|pc1|tertile|count50	adhesion	ball40	pc1	tertile	50	-0.1680211244157437	5	8	8	225	-0.38861583280042056	-0.020869769631863662	-0.13148141625129484	-0.2621836935827643	-0.03695490981237515
program|ball15|mean|quartile|count50	program	ball15	mean	quartile	50	-0.16799272024017603	5	8	8	225	-0.346946633386196	-0.046244623328129036	-0.14048496254994738	-0.2586420689913528	-0.047645312945255015
program|ball60|pc1|quartile|count30	program	ball60	pc1	quartile	30	-0.16793584151135943	4	7	8	225	-0.3664927902416619	0.0294074117780532	-0.14247809939764788	-0.28702307202414057	-0.07309265767139994
keratin|hs60|mean|all|count75	keratin	hs60	mean	all	75	-0.16786125921264633	4	7	8	225	-0.3583584689008018	-0.05649983003005866	-0.18696025776459357	-0.25744917899937403	0.019961439631596453
program|hs60|pc1|quartile|count100	program	hs60	pc1	quartile	100	-0.16784975288483533	3	6	8	225	-0.46452874594808113	0.07107369000249189	-0.19550759566190062	-0.31622521022927724	0.06593909741259055
program|hs60|mean|quartile|count100	program	hs60	mean	quartile	100	-0.1676307014831408	4	7	8	225	-0.4096552183997813	-0.025713009318407924	-0.199418253447141	-0.3086513607192741	0.10528433446890026
program|ball40|mean|all|count50	program	ball40	mean	all	50	-0.16750429983455978	5	8	8	225	-0.34342725407194363	-0.04903123816591405	-0.15570967751553322	-0.2640763243785242	-0.025277005040883694
program_ceacam|hs15|pc1|all|count75	program_ceacam	hs15	pc1	all	75	-0.16749240773980106	4	7	8	225	-0.3983017075287302	0.028184871222908782	-0.15514100473763168	-0.2751303322114432	-0.03707386544410891
keratin|hs15|mean|tertile|count75	keratin	hs15	mean	tertile	75	-0.16736720915168418	4	7	8	225	-0.37382284435135765	-0.04565366732459671	-0.17607790060129289	-0.2591365315496625	0.017854898068488705
program|hs30|pc1|all|count40	program	hs30	pc1	all	40	-0.16716041931012188	4	7	8	225	-0.3646339689757114	0.01587109692389928	-0.14789805911558906	-0.2742615941059762	-0.06487957127723196
keratin|hs30|mean|all|count50	keratin	hs30	mean	all	50	-0.16710305067608483	5	8	8	225	-0.3473386213405752	-0.059842247100087155	-0.1503916141535033	-0.2662061541358254	-0.01173661665043299
program|hs60|mean|all|count75	program	hs60	mean	all	75	-0.16704664557305876	4	7	8	225	-0.36509346311764096	-0.04249050247176617	-0.17308803081172378	-0.2750872165686356	0.020525985104472597
program_ceacam|ball25|pc1|tertile|count75	program_ceacam	ball25	pc1	tertile	75	-0.16685009277735557	4	7	8	225	-0.39570851984803973	0.02821508396238502	-0.17629787178443887	-0.2690836689844373	-0.021375487232247053
adhesion_ezr|hs30|pc1|tertile|count30	adhesion_ezr	hs30	pc1	tertile	30	-0.16683250546695189	5	8	8	225	-0.34622029337584825	-0.01507513304028649	-0.11604238527799655	-0.26469951623268334	-0.09212519940794486
adhesion_ezr|hs30|mean|all|count50	adhesion_ezr	hs30	mean	all	50	-0.16669759109042215	5	8	8	225	-0.3391650931350859	-0.04872129493259752	-0.12367598921675581	-0.2783278666923463	-0.043597711475325186
adhesion_ezr|hs60|pc1|all|count50	adhesion_ezr	hs60	pc1	all	50	-0.16669340030054874	5	8	8	225	-0.36163748191885503	-0.021458086017570027	-0.12824774597874747	-0.2793829553753098	-0.04274073221226134
program|hs60|pc1|all|count75	program	hs60	pc1	all	75	-0.16662044151020539	4	7	8	225	-0.4029781198221727	0.033805396611958374	-0.1766839460942522	-0.2816283826755965	-0.005617155570964027
keratin|ball15|pc1|tertile|count40	keratin	ball15	pc1	tertile	40	-0.1665198895100381	5	8	8	225	-0.34557433707358726	-0.11987047825938546	-0.07944913222209912	-0.23799829297064204	-0.049707207024476584
program_ceacam|hs30|mean|all|count30	program_ceacam	hs30	mean	all	30	-0.1664353317775196	5	8	8	225	-0.3115336988497923	-0.051619752967960834	-0.1250575404828987	-0.2527716615884413	-0.0911940049985048
keratin|ball60|mean|all|count50	keratin	ball60	mean	all	50	-0.1663487143943241	5	8	8	225	-0.3436011099274676	-0.06152446878421339	-0.1619657655942231	-0.2586497369464565	-0.006002490719260104
