Study_ID,GSM_ID,IN_VIVO,Cancer_type,Cell_Line,sub_clone,Condition,ICB,ICB_study,ICB_group,ICB_Baseline_TYPE,Baseline,Cell_treatment,Cell_genotype,Tumor,Mouse_genotype,Mouse_strain,Mouse_treatment,Timepoint,Implantation,Implantation_site,SRX_ID,SampleName
GSE152925,GSM4629828,in_vivo,Melanoma,B16,B16F10,NA,1,NR,antiPDL1,NA,0,NA,WT,primary,WT,C57BL/6,antiPDL1,NA,subcutaneous,flank,SRX8592572,SRX8592572
GSE152925,GSM4629829,in_vivo,Melanoma,B16,B16F10,NA,1,NR,antiPDL1,NA,0,NA,WT,primary,WT,C57BL/6,antiPDL1,NA,subcutaneous,flank,SRX8592573,SRX8592573
GSE152925,GSM4629830,in_vivo,Melanoma,B16,B16F10,swainsonine,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,swainsonine,NA,subcutaneous,flank,SRX8592574,SRX8592574
GSE152925,GSM4629831,in_vivo,Melanoma,B16,B16F10,swainsonine,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,swainsonine,NA,subcutaneous,flank,SRX8592575,SRX8592575
GSE152925,GSM4629832,in_vivo,Melanoma,B16,B16F10,swainsonine,0,Baseline,NA,R,0,NA,WT,primary,WT,C57BL/6,swainsonine,NA,subcutaneous,flank,SRX8592576,SRX8592576
GSE152925,GSM4629833,in_vivo,Melanoma,B16,B16F10,swainsonine,1,R,antiPDL1,NA,0,NA,WT,primary,WT,C57BL/6,antiPDL1; swainsonine,NA,subcutaneous,flank,SRX8592577,SRX8592577
GSE152925,GSM4629834,in_vivo,Melanoma,B16,B16F10,swainsonine,1,R,antiPDL1,NA,0,NA,WT,primary,WT,C57BL/6,antiPDL1; swainsonine,NA,subcutaneous,flank,SRX8592578,SRX8592578
GSE152925,GSM4629835,in_vivo,Melanoma,B16,B16F10,swainsonine,1,R,antiPDL1,NA,0,NA,WT,primary,WT,C57BL/6,antiPDL1; swainsonine,NA,subcutaneous,flank,SRX8592579,SRX8592579
GSE152925,GSM4629812,in_vivo,Melanoma,B16,B16F10,NA,0,Baseline,NA,NR,1,sgRosa26;,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,flank,SRX8592556,SRX8592556
GSE152925,GSM4629813,in_vivo,Melanoma,B16,B16F10,NA,0,Baseline,NA,NR,1,sgRosa26;,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,flank,SRX8592557,SRX8592557
GSE152925,GSM4629814,in_vivo,Melanoma,B16,B16F10,NA,0,Baseline,NA,NR,1,sgRosa26;,WT,primary,WT,C57BL/6,isotype,NA,subcutaneous,flank,SRX8592558,SRX8592558
GSE152925,GSM4629815,in_vivo,Melanoma,B16,B16F10,NA,1,NR,antiPDL1,NA,0,sgRosa26;,WT,primary,WT,C57BL/6,antiPDL1,NA,subcutaneous,flank,SRX8592559,SRX8592559
GSE152925,GSM4629816,in_vivo,Melanoma,B16,B16F10,NA,1,NR,antiPDL1,NA,0,sgRosa26;,WT,primary,WT,C57BL/6,antiPDL1,NA,subcutaneous,flank,SRX8592560,SRX8592560
GSE152925,GSM4629817,in_vivo,Melanoma,B16,B16F10,NA,1,NR,antiPDL1,NA,0,sgRosa26;,WT,primary,WT,C57BL/6,antiPDL1,NA,subcutaneous,flank,SRX8592561,SRX8592561
GSE152925,GSM4629818,in_vivo,Melanoma,B16,B16F10,Man2a1_KO,0,Baseline,NA,R,0,sgMan2a1;,Man2a1_KO,primary,WT,C57BL/6,isotype,NA,subcutaneous,flank,SRX8592562,SRX8592562
GSE152925,GSM4629819,in_vivo,Melanoma,B16,B16F10,Man2a1_KO,0,Baseline,NA,R,0,sgMan2a1;,Man2a1_KO,primary,WT,C57BL/6,isotype,NA,subcutaneous,flank,SRX8592563,SRX8592563
GSE152925,GSM4629820,in_vivo,Melanoma,B16,B16F10,Man2a1_KO,0,Baseline,NA,R,0,sgMan2a1;,Man2a1_KO,primary,WT,C57BL/6,isotype,NA,subcutaneous,flank,SRX8592564,SRX8592564
GSE152925,GSM4629821,in_vivo,Melanoma,B16,B16F10,Man2a1_KO,1,R,antiPDL1,NA,0,sgMan2a1;,Man2a1_KO,primary,WT,C57BL/6,antiPDL1,NA,subcutaneous,flank,SRX8592565,SRX8592565
GSE152925,GSM4629822,in_vivo,Melanoma,B16,B16F10,Man2a1_KO,1,R,antiPDL1,NA,0,sgMan2a1;,Man2a1_KO,primary,WT,C57BL/6,antiPDL1,NA,subcutaneous,flank,SRX8592566,SRX8592566
GSE152925,GSM4629823,in_vivo,Melanoma,B16,B16F10,Man2a1_KO,1,R,antiPDL1,NA,0,sgMan2a1;,Man2a1_KO,primary,WT,C57BL/6,antiPDL1,NA,subcutaneous,flank,SRX8592567,SRX8592567
GSE153239,GSM4636532,in_vivo,Colorectal carcinoma,CT26,parental,FcS,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX8615904,SRX8615904
GSE153239,GSM4636533,in_vivo,Colorectal carcinoma,CT26,parental,FcS,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX8615905,SRX8615905
GSE153239,GSM4636534,in_vivo,Colorectal carcinoma,CT26,parental,FcS,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX8615906,SRX8615906
GSE153239,GSM4636535,in_vivo,Colorectal carcinoma,CT26,parental,FcS,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX8615907,SRX8615907
GSE153239,GSM4636536,in_vivo,Colorectal carcinoma,CT26,parental,FcS,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,isotype,NA,subcutaneous,flank,SRX8615908,SRX8615908
GSE153239,GSM4636537,in_vivo,Colorectal carcinoma,CT26,parental,FcS,1,NR,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1_FcS,NA,subcutaneous,flank,SRX8615909,SRX8615909
GSE153239,GSM4636538,in_vivo,Colorectal carcinoma,CT26,parental,FcS,1,NR,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1_FcS,NA,subcutaneous,flank,SRX8615910,SRX8615910
GSE153239,GSM4636539,in_vivo,Colorectal carcinoma,CT26,parental,FcS,1,NR,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1_FcS,NA,subcutaneous,flank,SRX8615911,SRX8615911
GSE153239,GSM4636540,in_vivo,Colorectal carcinoma,CT26,parental,FcS,1,NR,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1_FcS,NA,subcutaneous,flank,SRX8615912,SRX8615912
GSE153239,GSM4636541,in_vivo,Colorectal carcinoma,CT26,parental,FcS,1,NR,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiPD1_FcS,NA,subcutaneous,flank,SRX8615913,SRX8615913
GSE153239,GSM4636542,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiTGFb,NA,subcutaneous,flank,SRX8615914,SRX8615914
GSE153239,GSM4636543,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiTGFb,NA,subcutaneous,flank,SRX8615915,SRX8615915
GSE153239,GSM4636544,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiTGFb,NA,subcutaneous,flank,SRX8615916,SRX8615916
GSE153239,GSM4636545,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiTGFb,NA,subcutaneous,flank,SRX8615917,SRX8615917
GSE153239,GSM4636546,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiTGFb,NA,subcutaneous,flank,SRX8615918,SRX8615918
GSE153239,GSM4636547,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT,NA,subcutaneous,flank,SRX8615919,SRX8615919
GSE153239,GSM4636548,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT,NA,subcutaneous,flank,SRX8615920,SRX8615920
GSE153239,GSM4636549,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT,NA,subcutaneous,flank,SRX8615921,SRX8615921
GSE153239,GSM4636550,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT,NA,subcutaneous,flank,SRX8615922,SRX8615922
GSE153239,GSM4636551,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT,NA,subcutaneous,flank,SRX8615923,SRX8615923
GSE153239,GSM4636552,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD,NA,subcutaneous,flank,SRX8615924,SRX8615924
GSE153239,GSM4636553,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD,NA,subcutaneous,flank,SRX8615925,SRX8615925
GSE153239,GSM4636554,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD,NA,subcutaneous,flank,SRX8615926,SRX8615926
GSE153239,GSM4636555,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD,NA,subcutaneous,flank,SRX8615927,SRX8615927
GSE153239,GSM4636556,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,0,Baseline,NA,R,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD,NA,subcutaneous,flank,SRX8615928,SRX8615928
GSE153239,GSM4636557,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615929,SRX8615929
GSE153239,GSM4636558,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615930,SRX8615930
GSE153239,GSM4636559,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615931,SRX8615931
GSE153239,GSM4636560,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615932,SRX8615932
GSE153239,GSM4636561,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_WT,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb WT; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615933,SRX8615933
GSE153239,GSM4636562,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615934,SRX8615934
GSE153239,GSM4636563,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615935,SRX8615935
GSE153239,GSM4636564,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615936,SRX8615936
GSE153239,GSM4636565,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615937,SRX8615937
GSE153239,GSM4636566,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiGARP:TGFb_FcD,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiGARP:TGFb FcD; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615938,SRX8615938
GSE153239,GSM4636567,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiTGFb; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615939,SRX8615939
GSE153239,GSM4636568,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiTGFb; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615940,SRX8615940
GSE153239,GSM4636569,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiTGFb; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615941,SRX8615941
GSE153239,GSM4636570,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiTGFb; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615942,SRX8615942
GSE153239,GSM4636571,in_vivo,Colorectal carcinoma,CT26,parental,FcS_antiTGFb,1,R,antiPD1,NA,0,NA,WT,primary,WT,BALB/c,antiTGFb; antiPD1 FcS;,NA,subcutaneous,flank,SRX8615943,SRX8615943
GSE153941,GSM4658809,in_vivo,Mesothelioma,AB1,parental,day0_R,0,Baseline,NA,R,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679966,SRX8679966
GSE153941,GSM4658810,in_vivo,Mesothelioma,AB1,parental,day0_NR,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679967,SRX8679967
GSE153941,GSM4658811,in_vivo,Mesothelioma,AB1,parental,day2,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8679968,SRX8679968
GSE153941,GSM4658812,in_vivo,Mesothelioma,AB1,parental,day2,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8679969,SRX8679969
GSE153941,GSM4658813,in_vivo,Mesothelioma,AB1,parental,day4,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8679970,SRX8679970
GSE153941,GSM4658814,in_vivo,Mesothelioma,AB1,parental,day4,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8679971,SRX8679971
GSE153941,GSM4658815,in_vivo,Mesothelioma,AB1,parental,day6,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8679972,SRX8679972
GSE153941,GSM4658816,in_vivo,Mesothelioma,AB1,parental,day6,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8679973,SRX8679973
GSE153941,GSM4658817,in_vivo,Mesothelioma,AB1,parental,day0_R,0,Baseline,NA,R,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679974,SRX8679974
GSE153941,GSM4658818,in_vivo,Mesothelioma,AB1,parental,day0_NR,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679975,SRX8679975
GSE153941,GSM4658819,in_vivo,Mesothelioma,AB1,parental,day2,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8679976,SRX8679976
GSE153941,GSM4658820,in_vivo,Mesothelioma,AB1,parental,day2,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8679977,SRX8679977
GSE153941,GSM4658821,in_vivo,Mesothelioma,AB1,parental,day4,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8679978,SRX8679978
GSE153941,GSM4658822,in_vivo,Mesothelioma,AB1,parental,day4,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8679979,SRX8679979
GSE153941,GSM4658823,in_vivo,Mesothelioma,AB1,parental,day6,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8679980,SRX8679980
GSE153941,GSM4658824,in_vivo,Mesothelioma,AB1,parental,day6,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8679981,SRX8679981
GSE153941,GSM4658825,in_vivo,Mesothelioma,AB1,parental,day0_R,0,Baseline,NA,R,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679982,SRX8679982
GSE153941,GSM4658826,in_vivo,Mesothelioma,AB1,parental,day0_NR,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679983,SRX8679983
GSE153941,GSM4658827,in_vivo,Mesothelioma,AB1,parental,day2,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8679984,SRX8679984
GSE153941,GSM4658828,in_vivo,Mesothelioma,AB1,parental,day2,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8679985,SRX8679985
GSE153941,GSM4658829,in_vivo,Mesothelioma,AB1,parental,day4,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8679986,SRX8679986
GSE153941,GSM4658830,in_vivo,Mesothelioma,AB1,parental,day4,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8679987,SRX8679987
GSE153941,GSM4658831,in_vivo,Mesothelioma,AB1,parental,day6,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8679988,SRX8679988
GSE153941,GSM4658832,in_vivo,Mesothelioma,AB1,parental,day6,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8679989,SRX8679989
GSE153941,GSM4658833,in_vivo,Mesothelioma,AB1,parental,day0_R,0,Baseline,NA,R,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679990,SRX8679990
GSE153941,GSM4658834,in_vivo,Mesothelioma,AB1,parental,day0_NR,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679991,SRX8679991
GSE153941,GSM4658835,in_vivo,Mesothelioma,AB1,parental,day2,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8679992,SRX8679992
GSE153941,GSM4658836,in_vivo,Mesothelioma,AB1,parental,day2,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8679993,SRX8679993
GSE153941,GSM4658837,in_vivo,Mesothelioma,AB1,parental,day4,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8679994,SRX8679994
GSE153941,GSM4658838,in_vivo,Mesothelioma,AB1,parental,day4,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8679995,SRX8679995
GSE153941,GSM4658839,in_vivo,Mesothelioma,AB1,parental,day6,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8679996,SRX8679996
GSE153941,GSM4658840,in_vivo,Mesothelioma,AB1,parental,day6,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8679997,SRX8679997
GSE153941,GSM4658841,in_vivo,Mesothelioma,AB1,parental,day0_R,0,Baseline,NA,R,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679998,SRX8679998
GSE153941,GSM4658842,in_vivo,Mesothelioma,AB1,parental,day0_NR,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8679999,SRX8679999
GSE153941,GSM4658843,in_vivo,Mesothelioma,AB1,parental,day2,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8680000,SRX8680000
GSE153941,GSM4658844,in_vivo,Mesothelioma,AB1,parental,day2,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8680001,SRX8680001
GSE153941,GSM4658845,in_vivo,Mesothelioma,AB1,parental,day4,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8680002,SRX8680002
GSE153941,GSM4658846,in_vivo,Mesothelioma,AB1,parental,day4,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8680003,SRX8680003
GSE153941,GSM4658847,in_vivo,Mesothelioma,AB1,parental,day6,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8680004,SRX8680004
GSE153941,GSM4658848,in_vivo,Mesothelioma,AB1,parental,day6,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8680005,SRX8680005
GSE153941,GSM4658849,in_vivo,Mesothelioma,AB1,parental,day0_R,0,Baseline,NA,R,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8680006,SRX8680006
GSE153941,GSM4658850,in_vivo,Mesothelioma,AB1,parental,day0_NR,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8680007,SRX8680007
GSE153941,GSM4658851,in_vivo,Mesothelioma,AB1,parental,day2,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8680008,SRX8680008
GSE153941,GSM4658852,in_vivo,Mesothelioma,AB1,parental,day2,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8680009,SRX8680009
GSE153941,GSM4658853,in_vivo,Mesothelioma,AB1,parental,day4,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8680010,SRX8680010
GSE153941,GSM4658854,in_vivo,Mesothelioma,AB1,parental,day4,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8680011,SRX8680011
GSE153941,GSM4658855,in_vivo,Mesothelioma,AB1,parental,day6,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8680012,SRX8680012
GSE153941,GSM4658856,in_vivo,Mesothelioma,AB1,parental,day6,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8680013,SRX8680013
GSE153941,GSM4658857,in_vivo,Mesothelioma,AB1,parental,day0_R,0,Baseline,NA,R,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8680014,SRX8680014
GSE153941,GSM4658858,in_vivo,Mesothelioma,AB1,parental,day0_NR,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/c,no_treatment,day0,subcutaneous,flank,SRX8680015,SRX8680015
GSE153941,GSM4658859,in_vivo,Mesothelioma,AB1,parental,day2,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8680016,SRX8680016
GSE153941,GSM4658860,in_vivo,Mesothelioma,AB1,parental,day2,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day2,subcutaneous,flank,SRX8680017,SRX8680017
GSE153941,GSM4658861,in_vivo,Mesothelioma,AB1,parental,day4,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8680018,SRX8680018
GSE153941,GSM4658862,in_vivo,Mesothelioma,AB1,parental,day4,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day4,subcutaneous,flank,SRX8680019,SRX8680019
GSE153941,GSM4658863,in_vivo,Mesothelioma,AB1,parental,day6,1,R,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8680020,SRX8680020
GSE153941,GSM4658864,in_vivo,Mesothelioma,AB1,parental,day6,1,NR,antiCTLA4&antiPDL1,NA,0,NA,WT,primary,WT,BALB/c,antiCTLA4; antiPDL1;,day6,subcutaneous,flank,SRX8680021,SRX8680021
