n_set	n_measured	n_missing	mean_log2FC	median_log2FC	n_pos	n_neg	sign_p	mw_p	ora_up_p	ora_down_p	direction	mapped_genes	missing_genes	source	contrast	set	family	set_source	nes	gsea_p	gsea_fdr
200	149	0	-0.201789	-0.130538	55	94	0.00175656	0.000450357	0.797053	8.77199e-05	down	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,DDX58,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,METTL7B,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	T47D	hallmark_IFNg_2025.1	sting_ifn	MSigDB 2025.1	-1.59741	0.001998	0.00770658
150	144	0	-0.0566833	0.00414015	73	71	0.933625	0.688056	0.999805	0.91836	mixed_or_flat	AAAS,ADA,ADCY6,ADRM1,AGO4,AK1,AK3,ALYREF,APRT,ARL6IP1,BCAM,BCAP31,BOLA2,BRF2,CANT1,CCNO,CDA,CETN2,CLP1,CMPK2,COX17,CSTF3,DAD1,DCTN4,DDB1,DDB2,DGCR8,DGUOK,DUT,EDF1,EIF1B,ELL,ELOA,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC8,FEN1,GMPR2,GPX4,DFNA5,GTF2A2,GTF2B,GTF2F1,GTF2H1,GTF2H3,GTF2H5,GTF3C5,GUK1,HCLS1,HPRT1,IMPDH2,ITPA,LIG1,MPC2,MPG,MRPL40,NCBP2,NELFB,NELFCD,NELFE,NFX1,NME1,NME3,NME4,NPR2,NT5C,NT5C3A,NUDT21,NUDT9,PCNA,PDE4B,PDE6G,PNP,POLA1,POLA2,POLB,POLD1,POLD3,POLD4,POLE4,POLH,POLL,POLR1C,POLR1D,ZNRD1,POLR2A,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR3C,POLR3GL,POM121,PRIM1,RAD51,RAD52,RAE1,RALA,RBX1,REV3L,RFC2,RFC3,RFC4,RFC5,RNMT,RPA2,RPA3,RRM2B,SAC3D1,SDCBP,SEC61A1,SF3A3,SMAD5,SNAPC4,SNAPC5,SRSF6,SSRP1,STX3,SUPT4H1,SUPT5H,SURF1,TAF10,TAF12,TAF13,TAF1C,TAF6,TAF9,TARBP2,TK2,TMED2,TP53,TSG101,TYMS,UMPS,UPF3B,USP11,VPS28,VPS37B,VPS37D,XPC,ZNF707,ZWINT		kallisto_ensembl90_norm_log2FC	T47D	hallmark_DNA_REPAIR_2025.1	damage	MSigDB 2025.1	-0.921956	0.466533	0.525974
51	48	0	-0.00558627	0.017509	27	21	0.470879	0.606631	0.898884	0.973417	mixed_or_flat	ABRAXAS1,ARTN,ATM,BABAM1,BABAM2,BARD1,BRCA1,BRCC3,DCLRE1C,H2AFX,HIST1H2BA,HIST1H2BJ,HIST1H2BK,H2BFS,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST2H2BE,HIST3H2BB,HIST1H2BB,HIST1H2BC,HIST1H2BD,HIST1H2BH,HIST3H3,HIST2H4B,HERC2,KAT5,LIG4,LRIF1,MDC1,MRE11,NHEJ1,NSD2,PAXIP1,PIAS4,POLL,POLM,PRKDC,RAD50,RNF168,RNF8,TDP1,TDP2,TP53BP1,UBE2N,UBE2V2,UIMC1,XRCC4,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	T47D	reactome_NHEJ	nhej	Enrichr Reactome_2022	-0.427449	0.664336	0.664336
12	12	0	0.00909246	0.0389678	9	3	0.145996	0.668691	1	0.788875	sign_up_below_bar	ARTN,BRCA2,FEN1,LRIG3,MRE11,PARP1,PARP2,POLK,RAD50,RAD52,RBBP8,XRCC1		kallisto_ensembl90_norm_log2FC	T47D	reactome_altNHEJ_MMEJ	damage	Enrichr Reactome_2022	-0.645777	0.552448	0.596643
16	13	0	-0.068796	-0.0827089	5	8	0.581055	0.573224	0.439084	0.586093	sign_down_below_bar	MB21D1,DDX41,DTX4,IFI16,IRF3,MRE11,NLRC3,NLRP4,PRKDC,STAT6,TMEM173,TBK1,TREX1,TRIM21,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	T47D	reactome_STING	sting_ifn	Enrichr Reactome_2022	-0.756184	0.442557	0.525974
15	12	0	-0.159414	-0.105726	4	8	0.387695	0.19767	0.67771	0.527311	down	DDX41,DTX4,IRF3,NLRP4,RPS27A,TMEM173,TBK1,TREX1,TRIM21,TRIM32,TRIM56,UBA52,UBB,UBC,ZBP1		kallisto_ensembl90_norm_log2FC	T47D	reactome_cytosolic_DNA	sting_ifn	Enrichr Reactome_2022	-1.12698	0.187812	0.390071
72	52	0	-0.278502	-0.11055	19	33	0.0703942	0.0210876	0.935549	0.0148681	down	ABCE1,ADAR,BST2,EGR1,GBP2,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HOXC13,IFI27,IFI35,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IP6K2,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,ISG15,ISG20,JAK1,KPNA1,KPNB1,MX1,MX2,OAS1,OAS2,OAS3,OASL,PSMB8,PTPN1,PTPN11,PTPN6,RNASEL,RSAD2,SAMHD1,SOCS1,SOCS3,STAT1,STAT2,TYK2,USP18,XAF1		kallisto_ensembl90_norm_log2FC	T47D	reactome_IFNab	sting_ifn	Enrichr Reactome_2022	-1.636	0.00899101	0.0220688
89	66	0	-0.0168977	-0.0558064	28	38	0.267812	0.580059	0.1441	0.0280654	sign_down_below_bar	B2M,BCL11B,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CD44,CIITA,FCGR1A,GBP1,GBP2,GBP4,GBP5,GBP6,GBP7,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DQA1,HLA-DQA2,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,IFI30,IFNG,IFNGR1,IFNGR2,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,JAK1,JAK2,MID1,MT2A,NCAM1,OAS1,OAS2,OAS3,OASL,PIAS1,PML,PRKCD,PTAFR,PTPN1,PTPN11,PTPN2,PTPN6,SMAD7,SOCS1,SOCS3,SP100,STAT1,SUMO1,TRIM10,TRIM14,TRIM17,TRIM2,TRIM21,TRIM22,TRIM25,TRIM26,TRIM29,TRIM3,TRIM31,TRIM35,TRIM38,TRIM45,TRIM46,TRIM48,TRIM5,TRIM6-TRIM34,TRIM62,TRIM68,TRIM8,VCAM1		kallisto_ensembl90_norm_log2FC	T47D	reactome_IFNg	sting_ifn	Enrichr Reactome_2022	-0.768637	0.586414	0.608968
200	158	0	-0.0652552	-0.00787922	76	82	0.690925	0.942277	0.458773	0.278855	sign_down_below_bar	AAAS,ABCE1,ADAR,ARIH1,B2M,BCL11B,BST2,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CD44,CIITA,EGR1,EIF2AK2,EIF4A1,EIF4A2,EIF4A3,EIF4E,EIF4E2,EIF4E3,EIF4G1,EIF4G2,EIF4G3,FCGR1A,FLNA,FLNB,GBP1,GBP2,GBP4,GBP5,GBP6,GBP7,GNL3,HERC5,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DQA1,HLA-DQA2,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,HOXC13,ICAM1,IFI27,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNGR2,IP6K2,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,ISG15,ISG20,JAK1,JAK2,KPNA1,KPNA2,KPNA3,KPNA4,KPNA5,KPNA7,KPNB1,MAPK3,MID1,MT2A,MX1,MX2,NCAM1,NDC1,NEDD4,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUPL2,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,OAS1,OAS2,OAS3,OASL,PDE12,PDZD2,PIAS1,PLCG1,PML,POM121,POM121C,PPM1B,PRKCD,PSMB8,PTAFR,PTPN1,PTPN11,PTPN2,PTPN6,RANBP2,DDX58,RNASE7,RNASEL,RPS27A,RSAD2,SAMHD1,SEC13,SEH1L,SGIP1,SMAD7,SOCS1,SOCS3,SP100,STAT1,STAT2,SUMO1,TPR,TRIM10,TRIM14,TRIM17,TRIM2,TRIM21,TRIM22,TRIM25,TRIM26,TRIM29,TRIM3,TRIM31,TRIM35,TRIM38,TRIM45,TRIM46,TRIM48,TRIM5,TRIM6-TRIM34,TRIM62,TRIM68,TRIM8,TYK2,UBA52,UBA7,UBB,UBC,UBE2E1,UBE2L6,UBE2N,USP18,VCAM1,XAF1		kallisto_ensembl90_norm_log2FC	T47D	reactome_IFN_signaling	sting_ifn	Enrichr Reactome_2022	-1.10114	0.205794	0.396889
61	56	0	0.0282515	0.0125093	31	25	0.504404	0.550746	0.834315	0.954852	sign_up_below_bar	ABL1,ABRAXAS1,APBB1,ARTN,ATM,BABAM1,BABAM2,BARD1,BAZ1B,BRCA1,BRCC3,CHEK2,CNKSR3,EYA1,EYA2,EYA3,EYA4,H2AFX,HIST1H2BA,HIST1H2BJ,HIST1H2BK,H2BFS,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST2H2BE,HIST3H2BB,HIST1H2BB,HIST1H2BC,HIST1H2BD,HIST1H2BH,HIST3H3,HIST2H4B,HERC2,KAT5,KDM4A,KDM4B,KPNA2,MAPK8,MDC1,MRE11,NSD2,PIAS4,PPP5C,RAD50,RNF168,RNF8,RPS27A,SMARCA5,SUMO1,TP53,TP53BP1,UBA52,UBB,UBC,UBE2I,UBE2N,UBE2V2,UBXN1,UIMC1		kallisto_ensembl90_norm_log2FC	T47D	reactome_DSB_response	damage	Enrichr Reactome_2022	0.785252	0.266733	0.48012
13	10	0	-0.112737	-0.100061	3	7	0.34375	0.314738	0.574635	0.397463	down	MB21D1,DDX41,DTX4,IFI16,IRF3,MRE11,NLRC3,NLRP4,STAT6,TMEM173,TBK1,TREX1,TRIM21		kallisto_ensembl90_norm_log2FC	T47D	reactome_STING_drop_NHEJ_genes	sting_ifn	Reactome STING minus PRKDC/XRCC5/XRCC6	-0.904698	0.317682	0.504554
76	73	1	0.00289761	0.0220204	40	33	0.482789	0.695172	0.812036	0.865172	sign_up_below_bar	ACTR2,APLF,ASTE1,ATM,ATP23,AUNIP,C7orf49,DCLRE1A,DCLRE1B,DCLRE1C,DNTT,ERCC1,ERCC4,ERCC6,ERCC6L2,ERCC8,XRCC6,HELQ,HMCES,HMGA2,HMGB1,HMGB2,HSF1,IFFO1,KDM2A,KDM4D,KMT5B,KMT5C,LIG3,LIG4,LMNA,MAD2L2,MRE11,MRNIP,NBN,NHEJ1,NSMCE2,NUDT16L1,PARP3,PAXX,PLK1,PNKP,POLA1,POLB,POLL,POLM,POLQ,POT1,PRKDC,PRPF19,PSMD14,RHNO1,RIF1,RNF168,RNF8,SETMAR,C20orf196,FAM35A,AC008560.1,SMARCAL1,SMC5,SMCHD1,TFIP11,TOP2B,TOPBP1,TP53BP1,USP51,UVRAG,WAS,WRAP53,XRCC1,XRCC4,XRCC5,ZBTB7A	DKFZP781A0112	kallisto_ensembl90_norm_log2FC	T47D	GO_NHEJ_0006303	nhej	QuickGO GO:0006303	0.557195	0.305694	0.504554
83	58	1	-0.0773938	-0.0493043	23	35	0.148006	0.37233	0.928812	0.677146	sign_down_below_bar	ADAR,AZI2,CACTIN,CDC37,CNOT7,CR2,DCST1,EIF4E2,FADD,GIGYF2,HDAC4,IFI27,IFITM1,IFITM2,IFITM3,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNE,IFNK,IFNW1,IKBKE,IRAK1,IRF3,IRF7,ISG15,JAK1,MAVS,METTL3,MMP12,MUL1,MYD88,NLRC5,OAS1,OAS2,OAS3,OASL,PTPN1,PTPN11,PTPN2,PTPN6,RBM47,RNF185,RNF220,SAMHD1,SIN3A,SMIM30,SP100,STAT1,STAT2,STAT4,TMEM173,TANK,TBK1,TBKBP1,TRAF3,TRIM41,TRIM56,TRIM6,TRIM65,TTLL12,TYK2,UBE2K,USP18,USP27X,USP29,WNT5A,YTHDF2,YTHDF3,ZBP1	IFNAR2-IL10RB	kallisto_ensembl90_norm_log2FC	T47D	GO_type1_IFN_0060337	sting_ifn	QuickGO GO:0060337	-0.95345	0.360639	0.525974
34	25	1	-0.219547	0.0720016	15	10	0.424356	0.559864	0.70189	0.504393	mixed_or_flat	ACOD1,AIM2,BST2,CALM1,CAMK2A,CAPN2,CDC34,HCN1,HTRA2,IFI16,IFITM1,IFITM2,IFITM3,IFNAR1,IFNAR2,IFNB1,IKBKE,IRF1,IRGM,MAVS,MNDA,NDUFA13,OAS1,PLSCR1,PNPT1,PYHIN1,C19orf66,STAT1,TRAF3IP3,TRIM6,UBE2G2,UBE2K,XAF1	PYDC5	kallisto_ensembl90_norm_log2FC	T47D	GO_response_IFNB_0035456	sting_ifn	QuickGO GO:0035456	-1.50785	0.027972	0.0629371
7	7	0	0.161447	0.185631	6	1	0.125	0.249585	0.57614	1	up	PRKDC,XRCC4,LIG4,RIF1,TP53BP1,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	MCF7	user_cNHEJ_7	nhej	user panel			
5	5	0	0.134864	0.154639	4	1	0.375	0.489628	0.77596	1	up	PRKDC,XRCC4,LIG4,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	MCF7	enzymatic_cNHEJ_5	nhej	user panel without RIF1/TP53BP1			
2	2	0	0.188525	0.188525	2	0	0.5				too_few	XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	MCF7	ku_XRCC5_XRCC6	nhej	Ku heterodimer			
3	3	0	0.0907871	0.0491425	2	1	1	0.882608	0.592408	1	sign_up_below_bar	XRCC4,LIG4,NHEJ1		kallisto_ensembl90_norm_log2FC	MCF7	ligase_XRCC4_LIG4_NHEJ1	nhej	ligase complex			
5	4	0	0.147485	0.168531	3	1	0.625	0.448005	0.697809	1	up	MB21D1,TMEM173,TBK1,IRF3,STAT1		kallisto_ensembl90_norm_log2FC	MCF7	STING_core_5	sting_ifn	user STING core			
4	3	0	0.198896	0.247706	3	0	0.25	0.286708	0.592408	1	up	MB21D1,TMEM173,TBK1,IRF3		kallisto_ensembl90_norm_log2FC	MCF7	STING_core_no_STAT1	sting_ifn	STING core without STAT1			
21	18	0	0.269344	0.132884	11	7	0.480682	0.210965	0.312389	0.846486	up	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,B2M,TAP1,TAP2,TAPBP,TAPBPL,NLRC5,PSMB8,PSMB9,PSMB10,ERAP1,ERAP2,CALR,CANX,PDIA3,IRF1		kallisto_ensembl90_norm_log2FC	MCF7	APM_21_repo	apm	repo MHC-I/APM list	1.42665	0.045954	0.559241
97	77	0	0.0757659	0.100399	44	33	0.254305	0.607713	0.116827	0.110364	sign_up_below_bar	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNa_repo_a8	sting_ifn	a8 Hallmark 2020 IFN-α	0.975734	0.310689	0.559241
200	153	0	0.0513995	0.0615573	81	72	0.517921	0.891545	0.230118	0.0730306	sign_up_below_bar	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX58,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,METTL7B,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNg_repo_a8	sting_ifn	a8 Hallmark 2020 IFN-γ	1.00118	0.270729	0.559241
97	77	0	0.0757659	0.100399	44	33	0.254305	0.607713	0.116827	0.110364	sign_up_below_bar	MX1,ISG15,OAS1,IFIT3,IFI44,IFI35,IRF7,RSAD2,IFI44L,IFITM1,IFI27,IRF9,OASL,EIF2AK2,IFIT2,CXCL10,TAP1,SP110,DDX60,UBE2L6,USP18,PSMB8,IFIH1,BST2,LGALS3BP,ADAR,ISG20,GBP2,IRF1,PLSCR1,PSMB9,HERC6,SAMD9,CMPK2,IFITM3,RTP4,STAT2,SAMD9L,LY6E,IFITM2,HELZ2,CXCL11,TRIM21,PARP14,TRIM26,PARP12,NMI,RNF31,HLA-C,CASP1,TRIM14,TDRD7,DHX58,PARP9,PNPT1,TRIM25,PSME1,WARS,EPSTI1,UBA7,PSME2,B2M,TRIM5,C1S,LAP3,LAMP3,GBP4,NCOA7,TMEM140,CD74,GMPR,PSMA3,PROCR,IL7,IFI30,IRF2,CSF1,IL15,CNP,FAM46A,IL4R,CMTR1,CD47,LPAR6,MOV10,CASP8,TXNIP,SLC25A28,SELL,TRAFD1,BATF2,RIPK2,CCRL2,NUB1,OGFR,MVB12A,ELF1		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNa_2023.1	sting_ifn	MSigDB 2023.1	0.964703	0.334665	0.564748
200	153	0	0.0513995	0.0615573	81	72	0.517921	0.891545	0.230118	0.0730306	sign_up_below_bar	STAT1,ISG15,IFIT1,MX1,IFIT3,IFI35,IRF7,IFIT2,OAS2,TAP1,EIF2AK2,RSAD2,MX2,IRF1,OAS3,TNFSF10,IRF9,CXCL10,IFI44,BST2,XAF1,SP110,OASL,PSMB8,IFI44L,IFITM3,DDX60,LGALS3BP,GBP4,IRF8,PSMB9,PML,IFIH1,UBE2L6,IFI27,ADAR,LY6E,STAT2,CXCL9,IL10RA,PLA2G4A,TRIM21,USP18,PTGS2,EPSTI1,C1S,DDX58,IL15,NLRC5,NMI,IDO1,PSMB10,CXCL11,ITGB7,SAMHD1,HERC6,CMPK2,SAMD9L,RTP4,PTPN2,PARP14,TNFAIP2,IFITM2,PLSCR1,SOCS1,CASP1,ICAM1,WARS,PSME1,ISG20,IRF2,TRIM14,FCGR1A,MARCH1,SOCS3,JAK2,HLA-DMA,PARP12,TNFAIP6,TRIM26,VCAM1,CD274,CIITA,NAMPT,SELP,GPR18,FPR1,HELZ2,PSME2,SERPING1,CCL5,RNF31,SOD2,TRIM25,LAP3,PSMA3,RNF213,PELI1,CFB,CD86,TXNIP,HLA-DQA1,GCH1,PNP,CCL7,PTPN6,SPPL2A,IL4R,PNPT1,DHX58,BTG1,CASP8,IFI30,CCL2,FGL2,CASP7,SECTM1,IL15RA,CD40,TRAFD1,HLA-DRB1,GBP6,LCP2,HLA-G,MT2A,RIPK1,KLRK1,UPP1,PSMB2,TDRD7,HIF1A,EIF4E3,VAMP8,PFKP,CD38,ZBP1,BANK1,TOR1B,RBCK1,PDE4B,MVP,IL7,BPGM,CMTR1,AUTS2,B2M,RIPK2,CD69,MYD88,PSMA2,PIM1,NOD1,CFH,TAPBP,SLC25A28,PTPN1,TNFAIP3,SSPN,NUP93,MTHFD2,CDKN1A,IRF4,NFKB1,BATF2,HLA-B,LATS2,IRF5,SLAMF7,ISOC1,P2RY14,STAT3,NCOA3,HLA-A,IL6,GZMA,IFNAR2,CD74,RAPGEF6,CASP4,FAS,OGFR,ARL4A,SRI,LYSMD2,CSF2RB,ST3GAL5,C1R,CASP3,CMKLR1,NFKBIA,METTL7B,ST8SIA4,XCL1,IL2RB,VAMP5,IL18BP,ZNFX1,ARID5B,APOL6,STAT4		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNg_2023.1	sting_ifn	MSigDB 2023.1	1.00813	0.253746	0.559241
150	144	0	0.085703	0.104538	107	37	4.44435e-09	0.0642447	0.971604	0.999979	sign_up_below_bar	POLR2H,POLR2A,POLR2G,POLR2E,POLR2J,POLR2F,POLR2C,POLR2K,GTF2H3,POLR2D,ERCC3,DDB2,POLR1C,XPC,PCNA,POLR2I,SUPT4H1,POLD3,POLR3GL,POLR3C,GTF2B,POLR1D,NCBP2,NELFE,GTF2F1,ERCC5,LIG1,ERCC1,ERCC4,POLD4,NELFB,RFC2,ELL,TAF10,RRM2B,SUPT5H,RPA3,SNAPC5,SSRP1,RFC3,RPA2,ELOA,TAF12,NELFCD,TAF13,TAF6,TAF9,GTF2A2,VPS37D,NME1,RNMT,ERCC2,POLE4,VPS37B,NT5C3A,SNAPC4,AAAS,ZNRD1,RFC4,ITPA,POM121,BRF2,RFC5,SAC3D1,CLP1,NME4,PRIM1,VPS28,TSG101,USP11,TAF1C,TARBP2,POLH,CETN2,POLD1,CANT1,PDE4B,DGCR8,RAD51,SURF1,PNP,ADA,NME3,GTF3C5,NT5C,AK1,GTF2H1,HCLS1,APRT,ERCC8,IMPDH2,POLB,SDCBP,SF3A3,DAD1,UPF3B,GUK1,TP53,ADRM1,SEC61A1,POLA2,FEN1,ZNF707,NUDT9,PDE6G,TYMS,BCAP31,DDB1,NFX1,RAD52,ADCY6,ARL6IP1,DGUOK,POLL,SMAD5,MPG,DUT,POLA1,AGO4,RALA,ZWINT,BCAM,TK2,CSTF3,GTF2H5,HPRT1,BOLA2,GPX4,MPC2,CDA,ALYREF,MRPL40,NPR2,REV3L,EDF1,DFNA5,TMED2,STX3,RAE1,UMPS,EIF1B,AK3,NUDT21,RBX1,SRSF6,GMPR2,DCTN4,COX17,CMPK2,CCNO		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_DNA_REPAIR_2023.1	damage	MSigDB 2023.1	0.804165	0.531469	0.586145
