gene	T47D	MCF7
AC007547.1	overlap	both_KO_above_both_WT
AC007547.2	overlap	overlap
AC007551.1	overlap	overlap
AC007551.2	overlap	overlap
AC007552.1	overlap	overlap
AC007559.1	overlap	overlap
AC007560.1	overlap	overlap
AC007562.1	overlap	overlap
AC007563.3	both_KO_below_both_WT	overlap
AC007566.2	overlap	overlap
AC007568.1	overlap	overlap
AC007599.1	overlap	both_KO_below_both_WT
AC007603.3	overlap	overlap
AC007610.3	both_KO_above_both_WT	overlap
AC007618.1	overlap	overlap
AC007619.2	overlap	overlap
AC007619.3	overlap	overlap
AC007620.1	overlap	overlap
AC007621.1	overlap	both_KO_above_both_WT
AC007621.2	overlap	both_KO_above_both_WT
AC007622.1	overlap	overlap
AC007663.1	overlap	overlap
AC007671.2	overlap	overlap
AC007677.1	overlap	overlap
AC007679.1	overlap	overlap
AC007679.3	overlap	overlap
AC007679.4	overlap	overlap
AC007679.6	overlap	overlap
AC007683.1	both_KO_below_both_WT	both_KO_below_both_WT
AC007685.1	both_KO_below_both_WT	overlap
AC007686.1	overlap	both_KO_below_both_WT
AC007688.1	both_KO_below_both_WT	both_KO_below_both_WT
AC007690.1	overlap	overlap
AC007718.1	overlap	overlap
AC007731.2	overlap	both_KO_below_both_WT
AC007731.5	both_KO_above_both_WT	overlap
AC007738.1	both_KO_below_both_WT	both_KO_below_both_WT
AC007742.1	overlap	overlap
AC007742.2	overlap	overlap
AC007751.1	overlap	overlap
AC007751.2	overlap	overlap
AC007785.2	overlap	overlap
AC007790.1	overlap	both_KO_below_both_WT
AC007834.2	both_KO_above_both_WT	overlap
AC007842.1	both_KO_above_both_WT	overlap
AC007842.2	both_KO_above_both_WT	overlap
AC007849.2	overlap	overlap
AC007881.1	overlap	overlap
AC007899.1	both_KO_above_both_WT	overlap
AC007906.2	both_KO_below_both_WT	overlap
AC007908.1	overlap	overlap
AC007919.1	overlap	both_KO_below_both_WT
AC007919.2	both_KO_below_both_WT	both_KO_below_both_WT
AC007923.2	both_KO_above_both_WT	overlap
AC007923.3	overlap	overlap
AC007954.1	overlap	overlap
AC007956.1	both_KO_above_both_WT	overlap
AC007967.1	overlap	overlap
AC007967.2	overlap	overlap
AC007967.3	overlap	overlap
AC007967.4	overlap	overlap
AC007969.1	both_KO_above_both_WT	overlap
AC007969.2	overlap	overlap
AC007991.1	overlap	overlap
AC007992.1	overlap	overlap
AC007992.2	overlap	overlap
AC007993.1	overlap	overlap
AC007998.1	overlap	overlap
AC007998.2	overlap	overlap
AC008011.1	overlap	overlap
AC008013.1	overlap	both_KO_above_both_WT
AC008013.2	overlap	overlap
AC008013.3	both_KO_below_both_WT	overlap
AC008015.1	overlap	overlap
AC008021.1	overlap	overlap
AC008026.1	overlap	overlap
AC008026.2	overlap	overlap
AC008033.1	overlap	overlap
AC008033.2	overlap	overlap
AC008038.1	both_KO_below_both_WT	overlap
AC008040.2	overlap	overlap
AC008040.3	overlap	overlap
AC008040.4	overlap	overlap
AC008055.1	overlap	overlap
AC008065.1	overlap	overlap
AC008066.1	overlap	overlap
AC008069.1	both_KO_below_both_WT	both_KO_below_both_WT
AC008072.1	both_KO_above_both_WT	overlap
AC008073.3	overlap	overlap
AC008074.2	overlap	overlap
AC008083.2	overlap	overlap
AC008121.1	overlap	overlap
AC008126.1	overlap	both_KO_below_both_WT
AC008127.2	overlap	overlap
AC008132.1	overlap	both_KO_below_both_WT
AC008132.2	overlap	overlap
AC008134.1	overlap	overlap
AC008147.3	both_KO_above_both_WT	overlap
AC008147.4	both_KO_above_both_WT	overlap
AC008155.1	overlap	overlap
AC008155.2	overlap	overlap
AC008158.1	overlap	overlap
AC008162.1	overlap	overlap
AC008162.2	overlap	overlap
AC008163.1	overlap	overlap
AC008171.1	overlap	overlap
AC008173.1	overlap	overlap
AC008175.2	overlap	overlap
AC008264.1	overlap	overlap
AC008267.1	overlap	overlap
AC008267.2	both_KO_above_both_WT	overlap
AC008267.3	overlap	both_KO_below_both_WT
AC008267.4	overlap	both_KO_below_both_WT
AC008267.5	overlap	both_KO_below_both_WT
AC008267.6	overlap	overlap
AC008277.2	both_KO_above_both_WT	overlap
AC008280.1	overlap	both_KO_below_both_WT
AC008280.2	overlap	overlap
AC008379.1	overlap	both_KO_below_both_WT
AC008385.1	overlap	overlap
AC008393.2	overlap	overlap
AC008403.1	overlap	overlap
AC008410.1	overlap	overlap
AC008412.1	overlap	overlap
AC008413.1	overlap	overlap
AC008417.1	both_KO_below_both_WT	overlap
AC008427.1	both_KO_below_both_WT	overlap
AC008429.2	overlap	overlap
AC008429.4	overlap	overlap
AC008432.1	overlap	overlap
AC008443.7	overlap	overlap
AC008446.1	overlap	overlap
AC008463.1	overlap	overlap
AC008481.1	both_KO_above_both_WT	both_KO_above_both_WT
AC008481.2	overlap	both_KO_below_both_WT
AC008481.3	both_KO_below_both_WT	overlap
AC008489.1	overlap	overlap
AC008494.1	both_KO_below_both_WT	overlap
AC008496.1	overlap	overlap
AC008498.1	overlap	overlap
AC008507.1	overlap	both_KO_above_both_WT
AC008507.3	overlap	overlap
AC008507.4	overlap	overlap
AC008514.2	overlap	both_KO_below_both_WT
AC008521.1	overlap	overlap
AC008521.2	overlap	overlap
AC008526.1	overlap	overlap
AC008537.1	overlap	overlap
AC008543.2	both_KO_above_both_WT	overlap
AC008549.3	overlap	overlap
AC008550.1	overlap	overlap
AC008555.4	overlap	overlap
AC008555.7	overlap	overlap
AC008560.1	both_KO_above_both_WT	both_KO_above_both_WT
AC008562.1	overlap	overlap
AC008565.1	overlap	both_KO_above_both_WT
AC008567.1	both_KO_above_both_WT	overlap
AC008571.1	overlap	overlap
AC008575.1	overlap	overlap
AC008575.2	overlap	both_KO_above_both_WT
AC008592.3	overlap	both_KO_above_both_WT
AC008608.1	overlap	overlap
AC008620.1	overlap	overlap
AC008620.2	both_KO_above_both_WT	both_KO_below_both_WT
AC008622.1	overlap	overlap
AC008622.3	overlap	overlap
AC008626.1	overlap	overlap
AC008626.2	overlap	both_KO_above_both_WT
AC008628.1	overlap	overlap
AC008628.2	overlap	overlap
AC008629.2	overlap	overlap
AC008629.3	overlap	overlap
AC008638.1	overlap	overlap
AC008638.2	overlap	overlap
AC008638.3	overlap	overlap
AC008676.3	overlap	overlap
AC008677.1	overlap	overlap
AC008677.2	overlap	overlap
AC008677.3	overlap	overlap
AC008687.1	overlap	overlap
AC008687.4	overlap	both_KO_above_both_WT
AC008687.5	overlap	overlap
AC008687.6	overlap	overlap
AC008687.7	overlap	overlap
AC008687.8	overlap	overlap
AC008694.1	overlap	overlap
AC008694.2	overlap	overlap
AC008695.1	both_KO_below_both_WT	overlap
AC008696.1	overlap	overlap
AC008716.1	overlap	overlap
AC008723.1	overlap	overlap
AC008725.1	both_KO_above_both_WT	overlap
AC008735.6	both_KO_below_both_WT	both_KO_below_both_WT
AC008737.2	overlap	overlap
AC008739.2	overlap	overlap
AC008739.3	overlap	overlap
AC008740.1	both_KO_below_both_WT	both_KO_above_both_WT
AC008740.2	overlap	overlap
AC008745.1	overlap	overlap
AC008746.2	overlap	overlap
AC008746.5	overlap	overlap
AC008749.1	overlap	overlap
AC008750.6	overlap	overlap
AC008750.8	overlap	overlap
AC008751.1	overlap	overlap
AC008751.2	overlap	overlap
AC008752.3	overlap	both_KO_below_both_WT
AC008753.1	overlap	overlap
AC008758.1	both_KO_above_both_WT	overlap
AC008758.3	overlap	overlap
AC008758.4	both_KO_below_both_WT	overlap
AC008758.5	both_KO_above_both_WT	overlap
AC008758.6	both_KO_below_both_WT	overlap
AC008759.1	overlap	overlap
AC008763.2	overlap	overlap
AC008763.3	overlap	overlap
AC008764.1	overlap	overlap
AC008764.4	both_KO_below_both_WT	overlap
AC008770.2	overlap	both_KO_above_both_WT
AC008770.3	overlap	both_KO_above_both_WT
AC008782.1	overlap	overlap
AC008798.1	overlap	overlap
AC008799.1	overlap	overlap
AC008802.1	both_KO_below_both_WT	overlap
AC008805.1	overlap	overlap
AC008813.1	both_KO_above_both_WT	overlap
AC008814.1	overlap	overlap
AC008817.1	both_KO_above_both_WT	both_KO_above_both_WT
AC008825.2	overlap	overlap
AC008833.1	overlap	overlap
AC008834.1	overlap	overlap
AC008837.1	overlap	overlap
AC008837.2	overlap	overlap
AC008850.1	overlap	overlap
AC008868.1	overlap	both_KO_above_both_WT
AC008878.1	overlap	overlap
AC008878.2	overlap	overlap
AC008878.3	overlap	both_KO_below_both_WT
AC008885.1	overlap	overlap
AC008897.1	both_KO_below_both_WT	overlap
AC008945.1	both_KO_above_both_WT	overlap
AC008953.1	overlap	both_KO_above_both_WT
AC008958.1	both_KO_below_both_WT	overlap
AC008962.1	overlap	overlap
AC008967.1	overlap	overlap
AC008982.1	overlap	overlap
AC008982.3	overlap	overlap
AC008984.1	overlap	overlap
AC008984.3	overlap	overlap
AC008984.4	overlap	overlap
AC008984.5	overlap	overlap
AC009014.1	both_KO_below_both_WT	overlap
AC009022.1	overlap	overlap
AC009027.1	overlap	overlap
AC009053.1	overlap	overlap
AC009053.4	overlap	overlap
AC009060.2	overlap	overlap
AC009075.2	overlap	overlap
AC009078.1	overlap	overlap
AC009078.2	overlap	overlap
AC009086.1	overlap	overlap
AC009086.2	both_KO_above_both_WT	both_KO_above_both_WT
AC009088.4	overlap	overlap
AC009091.1	overlap	overlap
AC009093.3	overlap	both_KO_above_both_WT
AC009093.8	both_KO_below_both_WT	overlap
AC009093.9	overlap	overlap
AC009094.1	overlap	overlap
AC009101.1	overlap	overlap
AC009101.2	overlap	overlap
AC009108.1	overlap	overlap
AC009117.1	overlap	overlap
AC009119.2	overlap	overlap
AC009120.1	overlap	overlap
AC009120.3	overlap	overlap
AC009122.1	overlap	overlap
AC009127.1	overlap	overlap
AC009127.3	overlap	overlap
AC009132.1	overlap	overlap
AC009133.6	both_KO_above_both_WT	both_KO_below_both_WT
AC009136.2	overlap	overlap
AC009153.1	overlap	overlap
AC009161.1	overlap	overlap
AC009163.2	overlap	overlap
AC009163.4	overlap	overlap
AC009163.5	overlap	overlap
AC009169.1	overlap	overlap
AC009171.1	overlap	overlap
AC009220.1	overlap	overlap
AC009220.2	overlap	both_KO_below_both_WT
AC009220.3	overlap	overlap
AC009233.1	overlap	overlap
AC009237.1	overlap	overlap
AC009237.10	overlap	overlap
AC009237.11	overlap	overlap
AC009237.12	overlap	overlap
AC009237.13	overlap	overlap
AC009237.16	overlap	overlap
AC009237.17	overlap	overlap
AC009237.2	overlap	overlap
AC009237.3	both_KO_below_both_WT	both_KO_below_both_WT
AC009237.4	overlap	overlap
AC009237.5	overlap	overlap
AC009237.6	overlap	overlap
AC009237.7	overlap	overlap
AC009237.8	overlap	both_KO_below_both_WT
AC009237.9	overlap	overlap
AC009238.1	overlap	overlap
AC009238.2	overlap	overlap
AC009238.3	overlap	overlap
AC009244.1	overlap	both_KO_above_both_WT
AC009245.1	both_KO_below_both_WT	overlap
AC009248.1	overlap	overlap
AC009263.1	overlap	overlap
AC009268.1	both_KO_above_both_WT	both_KO_below_both_WT
AC009269.1	both_KO_below_both_WT	overlap
AC009269.2	overlap	overlap
AC009286.1	overlap	overlap
AC009286.2	overlap	overlap
AC009286.3	overlap	overlap
AC009296.1	overlap	overlap
AC009299.1	both_KO_above_both_WT	both_KO_below_both_WT
AC009299.2	overlap	overlap
AC009302.1	overlap	overlap
AC009303.1	both_KO_below_both_WT	both_KO_below_both_WT
AC009310.1	overlap	overlap
AC009313.2	overlap	overlap
AC009314.1	overlap	overlap
AC009319.1	both_KO_below_both_WT	overlap
AC009336.2	overlap	overlap
AC009362.1	overlap	overlap
AC009413.1	overlap	overlap
AC009414.1	overlap	overlap
AC009414.3	overlap	overlap
AC009452.1	overlap	both_KO_below_both_WT
AC009474.1	overlap	overlap
AC009474.2	overlap	overlap
AC009477.1	overlap	overlap
AC009477.2	overlap	overlap
AC009480.2	overlap	overlap
AC009487.2	both_KO_above_both_WT	both_KO_above_both_WT
AC009494.1	overlap	overlap
AC009500.1	overlap	overlap
AC009501.2	overlap	overlap
AC009501.3	overlap	overlap
AC009502.2	both_KO_below_both_WT	overlap
AC009506.2	overlap	overlap
AC009509.3	overlap	overlap
AC009517.1	both_KO_above_both_WT	overlap
AC009518.2	overlap	both_KO_below_both_WT
AC009518.3	overlap	overlap
AC009533.1	both_KO_above_both_WT	both_KO_below_both_WT
AC009533.2	overlap	overlap
AC009541.1	overlap	overlap
AC009542.2	both_KO_below_both_WT	overlap
AC009567.2	overlap	overlap
AC009597.2	overlap	overlap
AC009643.1	overlap	overlap
AC009643.2	overlap	overlap
AC009646.1	overlap	overlap
AC009660.1	overlap	overlap
AC009690.1	overlap	overlap
AC009690.3	overlap	overlap
AC009712.1	overlap	overlap
AC009729.1	overlap	overlap
AC009779.1	overlap	overlap
AC009779.3	overlap	overlap
AC009779.4	overlap	overlap
AC009779.6	overlap	overlap
AC009779.7	overlap	overlap
AC009779.8	overlap	overlap
AC009784.1	overlap	overlap
AC009800.1	overlap	overlap
AC009804.1	overlap	overlap
AC009812.2	overlap	overlap
AC009831.2	both_KO_below_both_WT	overlap
AC009831.3	overlap	overlap
AC009852.2	overlap	overlap
AC009879.1	overlap	overlap
AC009884.2	overlap	overlap
AC009892.2	overlap	overlap
AC009892.3	overlap	overlap
AC009901.1	overlap	overlap
AC009901.2	overlap	overlap
AC009902.1	overlap	overlap
AC009927.1	overlap	both_KO_above_both_WT
AC009927.2	overlap	overlap
AC009945.1	overlap	overlap
AC009947.1	overlap	overlap
AC009947.2	overlap	overlap
AC009948.2	overlap	both_KO_above_both_WT
AC009950.2	overlap	overlap
AC009961.2	overlap	overlap
AC009961.3	both_KO_below_both_WT	overlap
AC009963.1	overlap	overlap
AC009963.2	overlap	overlap
AC009963.3	overlap	overlap
AC009963.4	overlap	overlap
AC009965.2	overlap	overlap
AC009967.1	overlap	overlap
AC009969.1	overlap	overlap
AC009977.1	overlap	overlap
AC009994.1	overlap	overlap
AC009997.1	overlap	overlap
AC010086.1	overlap	overlap
AC010086.2	overlap	overlap
AC010087.1	overlap	overlap
AC010095.1	overlap	overlap
AC010099.1	both_KO_below_both_WT	both_KO_above_both_WT
AC010099.2	overlap	overlap
AC010099.3	overlap	overlap
AC010132.2	overlap	overlap
AC010132.3	both_KO_below_both_WT	overlap
AC010133.1	overlap	overlap
AC010141.1	overlap	overlap
AC010141.2	overlap	overlap
AC010141.3	overlap	overlap
AC010149.2	overlap	overlap
AC010153.1	overlap	overlap
AC010154.1	overlap	overlap
AC010182.1	overlap	overlap
AC010186.2	both_KO_above_both_WT	both_KO_below_both_WT
AC010198.2	overlap	overlap
AC010200.1	overlap	overlap
AC010200.2	overlap	overlap
AC010202.1	overlap	overlap
AC010203.1	overlap	both_KO_above_both_WT
AC010234.1	overlap	overlap
AC010240.1	overlap	overlap
AC010240.2	both_KO_below_both_WT	overlap
AC010255.3	overlap	overlap
AC010265.1	overlap	overlap
AC010285.1	overlap	overlap
AC010285.3	overlap	both_KO_below_both_WT
AC010287.1	overlap	overlap
AC010301.1	overlap	overlap
AC010306.1	overlap	overlap
AC010307.1	overlap	overlap
AC010319.1	overlap	overlap
AC010319.2	overlap	overlap
AC010320.5	overlap	overlap
AC010323.1	overlap	overlap
AC010323.2	overlap	both_KO_below_both_WT
AC010325.1	overlap	overlap
AC010325.3	overlap	overlap
AC010326.1	overlap	overlap
AC010326.2	overlap	overlap
AC010326.4	overlap	overlap
AC010327.1	overlap	overlap
AC010327.2	overlap	overlap
AC010328.2	overlap	overlap
AC010329.2	overlap	both_KO_below_both_WT
AC010329.3	both_KO_above_both_WT	overlap
AC010329.5	both_KO_above_both_WT	overlap
AC010332.1	overlap	overlap
AC010332.2	overlap	overlap
AC010338.1	overlap	overlap
AC010342.1	overlap	overlap
AC010343.1	overlap	overlap
AC010343.2	overlap	overlap
AC010350.1	overlap	overlap
AC010368.1	overlap	both_KO_below_both_WT
AC010374.1	overlap	overlap
AC010374.2	overlap	overlap
AC010376.1	overlap	overlap
AC010378.1	overlap	overlap
AC010385.1	overlap	overlap
AC010385.2	overlap	overlap
AC010385.3	overlap	overlap
AC010395.2	overlap	overlap
AC010401.1	both_KO_below_both_WT	overlap
AC010409.1	overlap	overlap
AC010409.2	overlap	both_KO_above_both_WT
AC010422.3	overlap	both_KO_below_both_WT
AC010422.5	overlap	overlap
AC010422.6	overlap	both_KO_below_both_WT
AC010424.1	overlap	overlap
AC010442.1	overlap	both_KO_below_both_WT
AC010442.2	overlap	overlap
AC010460.1	overlap	overlap
AC010460.2	overlap	overlap
AC010460.3	overlap	overlap
AC010463.1	overlap	overlap
AC010468.1	overlap	overlap
AC010468.3	overlap	overlap
AC010469.1	overlap	overlap
AC010469.2	overlap	overlap
AC010476.1	overlap	overlap
AC010487.1	both_KO_below_both_WT	both_KO_below_both_WT
AC010487.3	overlap	both_KO_below_both_WT
AC010487.4	overlap	overlap
AC010492.1	overlap	overlap
AC010492.2	overlap	overlap
AC010493.1	overlap	overlap
AC010503.3	overlap	overlap
AC010507.1	overlap	overlap
AC010507.2	overlap	overlap
AC010518.1	overlap	overlap
AC010522.1	overlap	overlap
AC010525.2	overlap	overlap
AC010531.1	overlap	overlap
AC010531.2	overlap	overlap
AC010542.3	overlap	overlap
AC010546.1	overlap	overlap
AC010547.4	overlap	overlap
AC010547.5	overlap	overlap
AC010547.6	overlap	overlap
AC010547.7	overlap	overlap
AC010587.1	overlap	overlap
AC010587.2	overlap	overlap
AC010591.1	overlap	overlap
AC010598.1	overlap	overlap
AC010614.1	overlap	overlap
AC010615.1	overlap	both_KO_below_both_WT
AC010615.3	overlap	overlap
AC010615.4	overlap	overlap
AC010616.1	both_KO_above_both_WT	overlap
AC010618.1	overlap	both_KO_above_both_WT
AC010619.1	overlap	both_KO_above_both_WT
AC010620.1	both_KO_below_both_WT	both_KO_above_both_WT
AC010620.2	overlap	overlap
AC010624.4	overlap	overlap
AC010625.1	overlap	overlap
AC010627.1	overlap	overlap
AC010631.1	overlap	overlap
AC010632.3	overlap	overlap
AC010642.1	both_KO_below_both_WT	overlap
AC010646.1	overlap	overlap
AC010650.1	overlap	overlap
AC010653.1	overlap	overlap
AC010653.3	overlap	both_KO_below_both_WT
AC010655.1	overlap	overlap
AC010655.3	both_KO_below_both_WT	overlap
AC010677.1	both_KO_below_both_WT	overlap
AC010678.1	overlap	overlap
AC010683.1	overlap	overlap
AC010724.1	overlap	both_KO_above_both_WT
AC010724.2	overlap	overlap
AC010731.1	overlap	overlap
AC010733.1	overlap	both_KO_below_both_WT
AC010738.1	overlap	overlap
AC010740.1	overlap	overlap
AC010768.3	both_KO_above_both_WT	overlap
AC010867.1	overlap	overlap
AC010878.1	overlap	overlap
AC010881.1	overlap	overlap
AC010886.1	overlap	overlap
AC010894.1	overlap	overlap
AC010900.1	both_KO_above_both_WT	both_KO_below_both_WT
AC010900.2	overlap	overlap
AC010904.1	overlap	overlap
AC010928.1	overlap	overlap
AC010928.2	overlap	overlap
AC010928.3	overlap	overlap
AC010931.1	overlap	overlap
AC010967.3	overlap	overlap
AC010970.1	overlap	overlap
AC010975.2	overlap	overlap
AC010975.3	overlap	overlap
AC010980.1	both_KO_above_both_WT	both_KO_below_both_WT
AC010997.1	overlap	overlap
AC011005.1	overlap	overlap
AC011005.2	overlap	overlap
AC011005.3	overlap	overlap
AC011037.1	overlap	overlap
AC011043.1	both_KO_below_both_WT	both_KO_below_both_WT
AC011043.2	overlap	both_KO_below_both_WT
AC011092.1	overlap	overlap
AC011155.1	overlap	overlap
AC011193.2	overlap	overlap
AC011195.1	overlap	overlap
AC011195.2	both_KO_below_both_WT	both_KO_above_both_WT
AC011225.1	overlap	overlap
AC011233.1	overlap	overlap
AC011242.1	overlap	overlap
AC011247.3	overlap	overlap
AC011260.1	overlap	overlap
AC011270.1	both_KO_above_both_WT	overlap
AC011276.1	overlap	overlap
AC011290.2	both_KO_below_both_WT	overlap
AC011295.1	overlap	overlap
AC011295.2	overlap	both_KO_above_both_WT
AC011298.2	overlap	overlap
AC011298.3	overlap	overlap
AC011330.1	both_KO_below_both_WT	overlap
AC011346.1	both_KO_below_both_WT	overlap
AC011352.2	overlap	overlap
AC011406.1	both_KO_below_both_WT	overlap
AC011411.1	both_KO_below_both_WT	overlap
AC011416.1	overlap	overlap
AC011416.2	overlap	overlap
AC011416.3	overlap	overlap
AC011431.1	overlap	overlap
AC011444.4	overlap	overlap
AC011447.1	overlap	overlap
AC011447.2	overlap	overlap
AC011447.4	overlap	overlap
AC011447.5	overlap	overlap
AC011448.1	overlap	overlap
AC011451.2	overlap	both_KO_below_both_WT
AC011452.1	overlap	overlap
AC011453.2	overlap	overlap
AC011455.3	overlap	both_KO_above_both_WT
AC011455.4	overlap	both_KO_above_both_WT
AC011458.1	both_KO_above_both_WT	both_KO_below_both_WT
AC011458.2	overlap	overlap
AC011460.1	overlap	overlap
AC011462.1	both_KO_below_both_WT	overlap
AC011467.2	overlap	overlap
AC011467.4	overlap	overlap
AC011467.5	overlap	overlap
AC011467.6	overlap	overlap
AC011468.4	overlap	overlap
AC011471.1	overlap	overlap
AC011471.4	overlap	overlap
AC011473.4	overlap	overlap
AC011475.1	overlap	overlap
AC011476.1	both_KO_below_both_WT	both_KO_below_both_WT
AC011476.5	overlap	overlap
AC011477.1	both_KO_below_both_WT	both_KO_above_both_WT
AC011477.5	overlap	overlap
AC011477.6	overlap	overlap
AC011477.7	overlap	overlap
AC011479.1	overlap	overlap
AC011483.1	overlap	overlap
AC011487.1	overlap	both_KO_above_both_WT
AC011487.2	both_KO_above_both_WT	overlap
AC011487.3	overlap	overlap
AC011487.4	overlap	overlap
AC011491.1	overlap	overlap
AC011492.1	overlap	overlap
AC011493.1	overlap	both_KO_below_both_WT
AC011494.1	overlap	overlap
AC011495.1	overlap	overlap
AC011497.2	both_KO_below_both_WT	both_KO_above_both_WT
AC011498.4	overlap	both_KO_above_both_WT
AC011498.5	both_KO_above_both_WT	overlap
AC011499.1	both_KO_below_both_WT	overlap
AC011500.1	overlap	overlap
AC011500.2	overlap	overlap
AC011506.1	overlap	both_KO_below_both_WT
AC011511.1	overlap	overlap
AC011511.4	overlap	overlap
AC011515.1	overlap	overlap
AC011530.1	both_KO_below_both_WT	overlap
AC011551.1	overlap	overlap
AC011591.2	overlap	overlap
AC011595.2	overlap	overlap
AC011602.1	overlap	overlap
AC011603.4	overlap	overlap
AC011604.1	overlap	overlap
AC011604.2	overlap	overlap
AC011611.1	overlap	overlap
AC011611.5	overlap	overlap
AC011611.6	overlap	overlap
AC011626.1	overlap	both_KO_below_both_WT
AC011712.1	overlap	overlap
