GeneSymbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Iffo2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.27658	5.9848	2.03881e-14	3.11636e-12
Slc7a6	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.39531	5.26967	3.1306e-14	4.75172e-12
Slc25a25	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.67867	6.71855	3.76083e-14	5.66867e-12
Mfsd2a	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.99527	3.52045	3.96936e-14	5.94172e-12
Eln	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.18894	6.70561	6.19224e-14	9.20565e-12
Tnfaip6	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	3.42354	2.18367	6.80008e-14	1.00405e-11
Adrb1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.2239	5.75196	8.69873e-14	1.27572e-11
Fam167a	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.10385	5.63403	9.34297e-14	1.361e-11
D4Wsu53e	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.30533	8.04187	1.01884e-13	1.47426e-11
Rasd1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	2.49156	2.88028	1.1754e-13	1.68953e-11
Chka	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.06958	7.15423	1.23409e-13	1.76223e-11
Gbp7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.18207	5.70182	1.4819e-13	2.10226e-11
Sphk2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.04438	6.79635	1.5539e-13	2.18738e-11
Ppp1r3c	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-2.19081	3.6249	1.56205e-13	2.18738e-11
Tsc22d2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.04738	6.2704	1.76517e-13	2.45596e-11
Fas	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.06829	5.8774	1.82921e-13	2.52885e-11
Tgtp2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.51665	5.15858	1.92902e-13	2.64997e-11
Wee1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.15498	6.15937	2.03782e-13	2.78182e-11
Cd14	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.57627	4.93487	2.16557e-13	2.93773e-11
Slc15a2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.35821	5.15542	2.561e-13	3.45258e-11
F2rl1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.23475	5.22354	2.69763e-13	3.61433e-11
Ptch1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.10842	6.95914	2.92232e-13	3.89134e-11
Dnajb5	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.1366	5.50933	3.16775e-13	4.18058e-11
Rassf9	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.47562	4.68104	3.17805e-13	4.18058e-11
Serpina3n	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.979916	7.51088	3.31576e-13	4.33546e-11
Neat1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.19402	10.4679	4.72313e-13	6.13866e-11
Pvr	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.02793	6.05531	5.0995e-13	6.58837e-11
Tiparp	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.15529	6.44139	5.83754e-13	7.49727e-11
Hmox1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.22181	5.54001	6.78501e-13	8.66286e-11
Irs2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.16605	5.89555	8.12648e-13	1.03149e-10
Zfp36	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.20509	8.08641	9.01086e-13	1.1371e-10
Meis1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.34512	5.19606	9.08068e-13	1.13928e-10
Mettl21e	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	2.50797	2.67442	9.36117e-13	1.16773e-10
Hbegf	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.23783	6.36461	1.2292e-12	1.52456e-10
Ell2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.05222	5.74881	1.26031e-12	1.55426e-10
Mafk	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.953673	7.13827	1.29522e-12	1.5883e-10
Rgs1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	2.82889	2.26821	1.74413e-12	2.11815e-10
Sox7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.20194	6.64367	1.74683e-12	2.11815e-10
Plaur	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.05721	6.16016	1.85554e-12	2.23747e-10
Plxnd1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.925249	7.63261	1.98751e-12	2.38336e-10
Plekha6	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.27264	6.24381	2.19749e-12	2.62069e-10
Artn	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	2.36524	2.72657	2.22073e-12	2.63393e-10
Dusp16	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.975553	7.19336	2.38946e-12	2.81865e-10
Rin3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.942266	7.33167	2.47433e-12	2.903e-10
Nupr1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.08399	6.5515	2.50836e-12	2.92709e-10
Frat2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.76191	3.62947	2.69008e-12	3.12236e-10
Tnf	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	3.27099	2.43422	2.88488e-12	3.32989e-10
Mgat3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.21627	5.84139	2.89956e-12	3.32989e-10
Krt83	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	3.44011	2.33692	3.46572e-12	3.95913e-10
Nrarp	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.6866	5.67884	3.62625e-12	4.12082e-10
Hs3st1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.29401	4.66331	3.65097e-12	4.12731e-10
Hmgcr	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.0139	6.28787	4.18935e-12	4.71139e-10
Adamts9	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.13354	6.01394	4.90494e-12	5.48772e-10
Tmem100	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.36201	8.56126	5.00693e-12	5.5731e-10
Gata5	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.63257	4.22051	5.38154e-12	5.95951e-10
Zfp760	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.84947	4.12659	6.32943e-12	6.97361e-10
Myb	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.50509	4.40784	7.6424e-12	8.37769e-10
Lipg	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.23542	5.81152	8.27926e-12	9.03022e-10
Bcorl1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.26001	4.66999	1.13564e-11	1.23245e-09
Fgfbp1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.18927	5.40384	1.23087e-11	1.32916e-09
Klf15	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.07869	6.46076	1.25866e-11	1.35243e-09
Cttnbp2nl	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.897418	8.09863	1.37585e-11	1.47108e-09
Klhdc7a	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.66354	4.0296	1.43719e-11	1.52913e-09
Jund	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.885809	8.84533	1.87737e-11	1.98772e-09
Col4a2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.867971	9.61514	2.05955e-11	2.17003e-09
Ffar4	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.26635	4.92932	2.12169e-11	2.22469e-09
Col3a1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.875277	8.40184	2.24773e-11	2.34553e-09
Foxo3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.01261	5.88698	2.40489e-11	2.49752e-09
Sema7a	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.42539	6.77999	2.58676e-11	2.6736e-09
Rhou	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.22415	4.94957	2.61168e-11	2.68657e-09
Baiap2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.95727	6.48556	2.84853e-11	2.91638e-09
Spsb1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.14543	5.11033	2.87237e-11	2.92698e-09
Csf3r	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.59107	6.09222	3.25116e-11	3.2975e-09
Serpina3m	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.86662	3.23858	3.28291e-11	3.31421e-09
Ampd3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.02626	5.48556	3.93977e-11	3.95892e-09
Gm8801	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.59987	3.69638	4.11008e-11	4.10733e-09
Hsd17b7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.2245	4.68983	4.14135e-11	4.10733e-09
Cebpa	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.945767	7.01787	4.14424e-11	4.10733e-09
Gfpt2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.62619	4.42372	5.02702e-11	4.95962e-09
Pmaip1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.48528	4.7372	5.19837e-11	5.10546e-09
Adamts1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.09957	8.59555	5.23869e-11	5.12188e-09
Tanc2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.951005	6.651	5.51149e-11	5.36443e-09
Muc13	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	7.36632	0.940402	5.62571e-11	5.45116e-09
Fzd7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.05405	6.17978	6.41287e-11	6.18628e-09
Id1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.968141	5.95231	6.80674e-11	6.53718e-09
Hic1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.40503	4.43422	6.92315e-11	6.61969e-09
Adora2b	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.3659	4.4158	6.95497e-11	6.62095e-09
Tlr2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.07502	5.3985	7.19384e-11	6.81844e-09
Cpeb2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.972708	5.74671	7.421e-11	7.00317e-09
Foxf2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.12434	5.30583	7.71101e-11	7.24534e-09
Slc2a1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.06611	5.27552	8.34606e-11	7.80824e-09
Arrdc2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.26498	4.75405	8.45839e-11	7.87937e-09
Srf	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.899653	7.10295	1.11269e-10	1.03209e-08
Tfcp2l1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.14883	6.94316	1.14742e-10	1.05978e-08
Yrdc	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.22951	4.52291	1.28979e-10	1.18622e-08
Nes	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.847465	8.3706	1.40201e-10	1.28399e-08
Fam134b	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.857288	7.09429	1.41483e-10	1.29029e-08
Ldlr	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.975233	6.99325	1.57349e-10	1.42898e-08
Eid3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	3.11042	1.76864	1.70344e-10	1.54055e-08
Rtkn2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.991928	8.10664	1.95305e-10	1.75896e-08
Bdkrb1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.95326	2.88793	2.47611e-10	2.22082e-08
Ankrd33b	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.00303	6.7164	2.59956e-10	2.32195e-08
Txnip	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.890737	9.85866	2.83714e-10	2.52378e-08
Hey1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.44289	6.26012	2.86321e-10	2.53657e-08
B4galt1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.838419	7.83076	2.97016e-10	2.62062e-08
Gdnf	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.12654	5.14906	2.99989e-10	2.62979e-08
9930012K11Rik	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.21554	4.98569	3.00478e-10	2.62979e-08
Per3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.900495	7.14986	3.20046e-10	2.7898e-08
Hunk	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.10908	5.18212	3.45657e-10	3.00099e-08
Itpkc	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.11925	4.92561	3.60972e-10	3.12147e-08
Sema4c	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.997595	5.47035	3.89787e-10	3.35727e-08
Chac1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.74478	3.76864	4.0729e-10	3.49416e-08
H2-Q6	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.02855	6.26674	4.20665e-10	3.5947e-08
Osgin1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.979601	5.67442	4.2921e-10	3.65333e-08
Bcar3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.965278	6.54365	4.58326e-10	3.88592e-08
Pamr1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.916795	5.70073	5.36654e-10	4.53232e-08
Ppp2r2d	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.921505	5.60646	6.3761e-10	5.36408e-08
Id3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.954512	6.73349	6.73603e-10	5.645e-08
Slc10a6	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.04129	5.03478	6.83918e-10	5.7094e-08
Klf9	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.982841	8.06463	7.80233e-10	6.48849e-08
Atp2b2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.22009	5.14587	8.10316e-10	6.71294e-08
Ccdc120	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.0339	5.3158	8.43604e-10	6.96214e-08
Glul	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.0116	9.4674	8.67445e-10	7.13178e-08
Baz1b	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.824415	7.42076	9.16459e-10	7.50632e-08
Fosl2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.13237	7.88028	9.33108e-10	7.61395e-08
Snx33	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.913204	5.79838	9.46959e-10	7.69803e-08
Ripply3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.922438	5.62376	9.65552e-10	7.81989e-08
Lpar3	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.19254	4.85902	1.04369e-09	8.42128e-08
Lpin2	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.815855	8.80699	1.09373e-09	8.79236e-08
Egfl7	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-0.821639	8.11726	1.09873e-09	8.79996e-08
Lrrc8a	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.887518	7.23634	1.28734e-09	1.02727e-07
Heyl	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.898608	5.66999	1.38823e-09	1.10372e-07
Kcnj15	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.01097	7.39648	1.49777e-09	1.18647e-07
Iigp1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	-1.20606	4.32287	1.567e-09	1.23679e-07
Aim1l	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.27115	4.49311	1.60043e-09	1.2586e-07
Gem	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	1.17143	5.22957	1.66117e-09	1.30165e-07
Per1	WT_VILI_vs_WT_naive	VILI minus no-VILI within WT (injury reference, not a Cldn4 perturbation)	1 vs 1 (UNREPLICATED)	0.804468	8.29256	1.67663e-09	1.30903e-07
