gene	contrast	mean_log2ratio_KD_over_control	n_arrays_with_value	t_stat_vs_zero	p_onesample_t	q_onesample_BH	n_biological_replicates	caveat	log2ratio_GSM558700	log2ratio_GSM558701	log2ratio_GSM558702
CLSPN	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.04893	3	-7.73842	0.0162922	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.883033	-1.31757	-0.9462
SREBF1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.15793	3	7.67908	0.0165387	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0144	1.4594	1
ARHGEF15	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.842267	3	7.65583	0.0166368	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8024	1.0496	0.6748
TAGLN2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.14283	3	7.58151	0.0169563	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.9269	1.0686	1.433
TAF2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.51743	3	7.56788	0.0170159	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6182	1.1309	1.8032
TSGA10IP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.8365	3	-7.52264	0.0172159	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6439	-0.8365	-1.0291
BRCA2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.7264	3	-7.48853	0.017369	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.1203	-1.737	-1.3219
KCND3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.31213	3	-7.47164	0.0174456	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.65235	-1.06645	-1.2176
LOC91120	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.85945	3	-7.46023	0.0174976	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.07925	-0.6897	-0.8094
MSRA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.24773	3	7.45184	0.017536	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.251	1.5361	0.9561
LOC440308	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.68663	3	7.42083	0.017679	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.0909	1.6645	1.3045
CHD5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.52163	3	-7.33432	0.0180872	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.7211	-1.1068	-1.737
GPR50	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.8111	3	-7.32315	0.0181409	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.2515	-1.3959	-1.7859
LOC51619	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.4108	3	-7.31946	0.0181587	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5146	-0.3959	-0.3219
MMD	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.0129	3	-7.30764	0.0182159	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.8365	-0.9159	-1.2863
ABCA13	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.785433	3	-7.30701	0.018219	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6897	-0.6666	-1
RAB40C	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.25863	3	-7.3059	0.0182243	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.5367	-0.9434	-1.2958
UVRAG	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.38273	3	-7.29933	0.0182563	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.737	-1.3219	-1.0893
TREH	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.9311	3	-7.2856	0.0183233	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0589	-0.6755	-1.0589
UNC84A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.701111	3	7.25889	0.0184547	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.512367	0.8311	0.759867
ATP2A2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.45765	3	-7.21526	0.0186723	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.47395	-0.34055	-0.55845
FLJ22671	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.5784	3	7.17681	0.0188673	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.69095	0.4222	0.62205
GLRA1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.01357	3	-7.15686	0.0189696	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.811	-0.9434	-1.2863
DKK4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.4352	3	-7.14426	0.0190347	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.8365	-1.2176	-1.2515
D4S234E	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.36897	3	7.13917	0.0190611	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.9855	1.5558	1.5656
DPM3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.53203	3	7.11378	0.0191935	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.157	1.903	1.5361
NMU	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.5387	3	7.05906	0.0194836	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6415	0.3896	0.585
KIAA1393	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.54303	3	7.05713	0.0194939	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1375	1.8875	1.6041
VPS39	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.8034	3	-7.05431	0.019509	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.889	-0.5778	-0.9434
C14orf138	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.647833	3	7.02585	0.0196627	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.546	0.8319	0.5656
CPNE3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.8603	3	-7.01859	0.0197023	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0922	-0.6755	-0.8132
HADH2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.1003	3	7.01827	0.019704	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8718	1.0286	1.4005
KLF8	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.02497	3	-6.98694	0.0198758	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.1203	-1.2176	-0.737
MUC17	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.619017	3	-6.98284	0.0198985	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.63965	-0.4562	-0.7612
CTAGE1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.5341	3	6.95152	0.0200728	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.9598	1.2203	1.4222
ZNF33A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.875167	3	-6.90085	0.0203597	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6666	-1.10445	-0.85445
ARMET	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.554533	3	6.89033	0.0204201	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4542	0.4957	0.7137
WNT9A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.13907	3	-6.88842	0.0204311	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.8625	-1.4344	-1.1203
NIT2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.608033	3	6.87943	0.0204828	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.546	0.4957	0.7824
NBR2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.60907	3	6.86229	0.0205821	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.669	1.1763	1.9819
C22orf24	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.595733	3	6.83839	0.0207218	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.669	0.4222	0.696
ZNF341	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.17153	3	-6.82977	0.0207725	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1	-1	-1.5146
PHACS	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.28725	3	-6.78083	0.021064	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.20695	-0.304	-0.3508
C20orf108	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.824233	3	6.7772	0.0210858	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7908	1.0496	0.6323
E2F4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.608033	3	6.76311	0.0211711	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.433	0.6599	0.7312
CENPB	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.911233	3	6.75579	0.0212155	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0496	0.6415	1.0426
RP9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.3248	3	6.74748	0.0212661	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.7093	1.0635	1.2016
C14orf21	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.665567	3	-6.74605	0.0212749	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5564	-0.5778	-0.8625
FLJ20436	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.427011	3	6.7334	0.0213524	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3103	0.442367	0.528367
FLJ32871	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.856467	3	-6.72741	0.0213892	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6215	-1.0589	-0.889
BCAS4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.16877	3	6.72494	0.0214044	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8319	1.263	1.4114
SLC25A27	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.3172	3	-6.67275	0.0217297	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.5146	-1.5146	-0.9224
SEC6L1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.51125	3	6.66427	0.0217832	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.65515	0.4854	0.3932
FLJ10726	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.76775	3	6.65383	0.0218493	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.62855	0.67795	0.99675
MPP5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.17413	3	-6.638	0.0219503	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.4344	-1.2515	-0.8365
FLJ12572	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.8601	3	6.62898	0.0220081	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0976	0.8319	0.6508
FLJ36046	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.35273	3	6.6162	0.0220904	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.9486	1.5008	1.6088
FLJ21908	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.939467	3	6.56326	0.0224363	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6871	1.1827	0.9486
PPM1E	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.604567	3	6.53713	0.0226099	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4222	0.7225	0.669
SLC22A4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.8979	3	-6.53368	0.022633	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3219	-2.1203	-2.2515
LOC161931	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.09222	3	6.5174	0.0227424	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0023	0.85755	1.4168
HOXD4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.7423	3	6.50784	0.022807	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.546	0.9411	0.7398
KIAA0433	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.23567	3	-6.50687	0.0228136	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.445	-1.40545	-0.85655
PLD3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.866667	3	-6.43798	0.0232874	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9714	-0.5995	-1.0291
PRPF3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.32257	3	6.41836	0.023425	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.516	0.9107	1.541
C4orf9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.4584	3	-6.40655	0.0235084	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.58815	-0.4458	-0.34125
CORO1A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.3999	3	6.38607	0.0236542	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.51405	0.2982	0.38745
GCDH	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.758333	3	6.36379	0.0238141	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6781	0.9928	0.6041
MARCO	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.34602	3	-6.36105	0.0238339	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9434	-1.4344	-1.66025
FLJ10074	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.0335	3	-6.35418	0.0238837	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.88305	-0.85895	-1.3585
C9orf116	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.32977	3	-6.32964	0.0240626	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.4739	-1.5995	-0.9159
C14orf24	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.82637	3	6.32665	0.0240845	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.8237	1.3277	2.3277
FLJ34512	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.754933	3	-6.28403	0.0244005	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9714	-0.737	-0.5564
SEDLP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.796533	3	6.2807	0.0244254	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.9561	0.8875	0.546
ARRDC2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.949467	3	-6.27994	0.0244311	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7859	-0.811	-1.2515
JAM3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.07067	3	6.27454	0.0244716	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.373	0.7824	1.0566
CTAGE5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.888167	3	6.26861	0.0245163	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.16155	0.81605	0.6869
C6orf49	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.77368	3	6.25401	0.0246267	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.15985	1.2208	1.9404
FLJ36131	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.841094	3	6.23098	0.0248023	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.10678	0.749775	0.666733
ARHGAP21	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.841933	3	-6.20482	0.0250041	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.02795	-0.92005	-0.5778
UBAP2L	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.740083	3	-6.20141	0.0250306	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.66965	-0.5778	-0.9728
MTMR3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.6323	3	6.18551	0.0251546	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.4594	2.1506	1.2869
COPZ2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.79893	3	-6.17752	0.0252173	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.0589	-1.2176	-2.1203
LAMR1P15	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.2585	3	-6.16399	0.0253239	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3401	-0.2009	-0.2345
MGC33414	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.903533	3	-6.15956	0.025359	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.1844	-0.6897	-0.8365
FAM50A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.2418	3	6.15261	0.0254142	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2869	0.1635	0.275
LOC168850	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.81547	3	-6.14003	0.0255145	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.2515	-1.9434	-1.2515
SPARC	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.1763	3	-6.13764	0.0255335	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0291	-1.5564	-0.9434
ARF4L	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.640333	3	6.13304	0.0255704	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7655	0.7225	0.433
DKFZp434E2321	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.6754	3	-6.05037	0.0262465	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7612	-0.811	-0.454
KIAA0984	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	3.5878	3	6.044	0.0262997	0.999418	3	reference arm is CLDN4-overexpressing, not parental	4.7682	3.1077	2.8875
ZNF17	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.299833	3	-6.02668	0.0264451	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2009	-0.3585	-0.3401
MOGAT2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	2.2023	3	6.02062	0.0264963	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6276	2.8817	2.0976
ZNF237	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.08858	3	6.01371	0.0265548	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.72655	1.269	1.2702
GNE	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.667367	3	-5.98569	0.0267941	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5778	-0.5353	-0.889
BIRC3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.91828	3	-5.98014	0.0268419	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.91825	-2.4739	-1.3627
C9orf47	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.08652	3	-5.97896	0.026852	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.729	-1.3219	-1.20865
MGC17337	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.66953	3	5.96038	0.027013	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.2296	1.4005	1.3785
CXorf9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.65017	3	-5.94217	0.0271721	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.5146	-2.1844	-1.2515
TPPP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.08538	3	-5.94194	0.0271741	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.8174	-1.00433	-1.4344
TJP1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.903367	3	-5.92279	0.0273429	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.1726	-0.89295	-0.64455
CXorf37	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.65073	3	5.8889	0.0276456	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.1408	1.1699	1.6415
IMPA2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.265633	3	5.88127	0.0277144	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3219	0.1763	0.2987
ORC2L	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.05177	3	-5.87399	0.0277803	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3219	-1.1203	-0.7131
CPOX	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.534	3	-5.85848	0.0279215	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7131	-0.415	-0.4739
ERP70	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.3356	3	-5.84178	0.0280747	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.889	-1.4739	-1.6439
FANCE	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.30307	3	5.81613	0.0283124	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0144	1.7442	1.1506
USP13	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.1903	3	-5.81296	0.028342	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1	-1.5995	-0.9714
PRX	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.16082	3	5.79079	0.0285502	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.4455	0.774	1.26295
B4GALT3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.640406	3	-5.78705	0.0285856	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6116	-0.464767	-0.84485
LMO7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.15158	3	-5.78701	0.0285859	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.5059	-0.81745	-1.1314
ATP7B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.07523	3	-5.77358	0.0287134	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.4477	-0.889	-0.889
USP7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.218	3	-5.75496	0.0288915	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2861	-0.2127	-0.1552
SRPK1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.253233	3	-5.73492	0.0290851	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2573	-0.1748	-0.3276
ZNF339	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.9232	3	-5.73144	0.0291188	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6011	-1.0792	-1.0893
PSTPIP2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.37082	3	-5.72491	0.0291825	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.4739	-0.914267	-1.7243
AADAT	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.00563	3	5.72436	0.0291878	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1243	1.2327	0.6599
DKFZp686H1423	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.09807	3	5.71669	0.0292628	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.4276	0.7623	1.1043
CDH13	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.903767	3	5.71521	0.0292773	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.63905	1.186	0.88625
POLR2E	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.3578	3	-5.68775	0.0295482	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.1844	-2	-1.889
ELAC2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.645	3	5.65317	0.0298947	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4222	0.7137	0.7991
KLF12	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.87	3	-5.64732	0.0299539	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.152	-0.6215	-0.8365
ZNF541	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.42321	3	-5.63294	0.0301002	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.76145	-1.5792	-0.928967
SYTL1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.29795	3	5.6266	0.030165	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8842	1.32805	1.6816
FLJ12606	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.6253	3	-5.62047	0.0302279	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.4739	-1.2176	-2.1844
SPIRE2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.614517	3	-5.61287	0.0303062	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.73455	-0.7131	-0.3959
SLC11A2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.551489	3	-5.59775	0.0304627	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6609	-0.6387	-0.354867
SDCCAG8	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.191567	3	-5.59377	0.0305041	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.1845	-0.1361	-0.2541
SFXN1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.95527	3	5.59327	0.0305093	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.269	2.4141	2.1827
