accession	queries	title	taxon	gdstype	n_samples_geo	status	skip_reason	gpl	pubmed	cldn4_present	n_nhej	n_ifn	n_sensors	genes_nhej	genes_ifn	genes_sensors	coverage_ok	n_columns	design	cldn4_mean	cldn4_std	n_pairs	pair_stems	spearman_n	rho_nhej	p_nhej	rho_ifn	p_ifn	rho_composite	p_composite	rho_cgas	p_cgas	rho_sting	p_sting	scale	file_used	joint_paired	joint_spearman	joint_call	call_basis	ratio_orient	delta_nhej	delta_ifn	delta_cgas	delta_sting	contrast_note	nhej_genes_up_in_high	nhej_genes_down_in_high	ifn_genes_up_in_high	ifn_genes_down_in_high	delta_cldn4	fdr_nhej	fdr_ifn	fdr_composite
GSE247622	sting1	CDC7 Inhibition Potentiates Antitumor Efficacy of PARP Inhibitor in Advanced Ovarian Cancer	Homo sapiens	Expression profiling by high throughput sequencing	8.0	scored		GPL24676	39412086	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	8.0	single_channel	12.004519966083848	0.2860369235676379	0.0		8.0	0.880952380952381	0.0038503204637324	0.5952380952380953	0.1195298061387926	-0.8333333333333335	0.0101755401234567	0.5476190476190477	0.1600256425388965	-0.6190476190476191	0.1017330374542647	log2(x+1)	GSE247622_CDC7_data.txt.gz		mixed	mixed	spearman												0.030905697293709178	0.30527640829197317	0.10636989036032062
GSE245973	sting1	C5aR2 regulates STING-mediated interferon beta production in human macrophages	Homo sapiens	Expression profiling by high throughput sequencing	66.0	scored		GPL16791	38067135	True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	66.0	single_channel	2.159142094313177	0.8074006230844178	0.0		66.0	0.2799666180875746	0.022801775893168	-0.0482337914099116	0.7005410861476075	-0.0712343591914066	0.5697794917188024	0.0122798634985695	0.9220437641871356	0.1894637601537451	0.1275990306998068	log2(x+1)	GSE245973_rawCounts_all.csv.gz		mixed	mixed	spearman												0.11263075015361557	0.8622561307901909	0.8214271352778456
GSE249192	sting1	STING1 orchestrates the injurious neuronal stress response	Mus musculus	Expression profiling by high throughput sequencing	28.0	scored		GPL24247	38878778	True	8.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	29.0	single_channel	0.4967840166445422	1.986730652040288	0.0		29.0	0.3849895382959367	0.0391799593125272	0.3529413163246633	0.0603823131347091	0.0086283674538043	0.9645680101838324	0.3821951048584019	0.0407498158619598	0.2581754199741002	0.1763059780393023	log2(x+1)	GSE249192_gene_counts.txt.gz		mixed	mixed	spearman												0.16459244589701846	0.19113978700036438	0.9887646991508157
GSE249466	sting1	"Bendamustine combined with rituximab induces pyroptosis to shape an ""immunologically hot"" tumor microenvironment  in DLBCL cells via the STING pathway"	Homo sapiens	Expression profiling by high throughput sequencing	12.0	scored		GPL24676	39521616	True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	12.0	single_channel	0.1868157423381992	0.1655903655927971	0.0		12.0	-0.6293706293706295	0.02831967129576	0.6853146853146854	0.0139059688143627	0.6853146853146854	0.0139059688143627	0.3146853146853147	0.3191387855033045	0.6293706293706295	0.02831967129576	log2(x+1)	GSE249466_processed_data_FPKM.txt.gz		NHEJ_down_IFN_up	NHEJ_down_IFN_up	spearman												0.12923545428877278	0.06831402166181458	0.12559056678726557
GSE249491	dna_repair,nhej,sting1	ARID1A regulates DSB repair through chromatin organization and its deficiency triggers DNA damage-mediated immune response [RNA-seq]	Homo sapiens	Expression profiling by high throughput sequencing	6.0	skipped	only_raw_tar_or_no_gene_table	GPL24676	38587186																																													
GSE249999	cgas_title,sting1	Targeting PRMT3 Impairs Methylation and Oligomerization of HSP60 to Boost Anti-Tumor Immunity by Activating cGAS/STING Signaling	Mus musculus	Expression profiling by high throughput sequencing	6.0	skipped	over_25MB:GSE249999_RAW.tar	GPL24247	39256398																																													
GSE250156	sting1	An inflamed tumor cell subpopulation promotes chemotherapy resistance in triple negative breast cancer [scRNA-Seq]	Homo sapiens	Expression profiling by high throughput sequencing	5.0	skipped	over_25MB:GSE250156_RAW.tar	GPL16791	38355954																																													
GSE249664	sting1	The roles of nuclear orphan receptor NR2F6 in anti-viral innate immunity [RNA-seq]	Homo sapiens	Expression profiling by high throughput sequencing	10.0	scored		GPL24676		True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	4.0	single_channel	0.0956365034540999	0.0410387740058707	0.0		4.0											log2(x+1)	GSE249664_THP-1_HSV-1_24H_fpkm.xlsx																		
GSE250157	sting1	An inflamed tumor cell subpopulation promotes chemotherapy resistance in triple negative breast cancer [RNA-Seq]	Homo sapiens	Expression profiling by high throughput sequencing	8.0	scored		GPL24676	38355954	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	15.0	single_channel	9845200.133488398	25091459.06604333	0.0		15.0	0.782142857142857	0.0005697096277734	0.8714285714285712	2.323647782163262e-05	0.3214285714285714	0.2427190468016682	0.7214285714285712	0.0023988680726733	0.907142857142857	3.063310535493869e-06	as_deposited	GSE250157_M468HIvsM468LO_deg.txt.gz		mixed	mixed	spearman												0.006097249468670079	0.0003798107920299586	0.5409238886672257
GSE252119	sting1	Aryl Hydrocarbon Receptor suppresses STING-mediated Type I IFN expression in Triple-Negative Breast Cancer	Homo sapiens	Expression profiling by high throughput sequencing	9.0	scored		GPL18573		True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	9.0	single_channel	9.143038215774135	0.3237034727824809	0.0		9.0	0.6833333333333333	0.0424422720870723	0.2833333333333333	0.46003032896572	-0.8499999999999999	0.0037047773275858	-0.3833333333333333	0.3084952723803716	-0.3	0.4328453267094823	log2(x+1)	GSE252119_raw_counts.txt.gz		mixed	mixed	spearman												0.16734913423806136	0.6940924006370602	0.0556120412447601
GSE252190	sting1	Tonic type I interferon signaling optimizes the antiviral function of plasmacytoid dendritic cells [CITE-seq]	Mus musculus	Expression profiling by high throughput sequencing; Other	3.0	skipped	over_25MB:GSE252190_counts.raw.csv.gz	GPL24247	41087726																																													
GSE251940	cgas_title,sting1	Riluzole Enhancing anti-PD-1 Efficacy by Activating cGAS/STING Signaling	Mus musculus	Expression profiling by high throughput sequencing	4.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL17021	39382075																																													
GSE252188	sting1	Tonic type I interferon signaling optimizes the antiviral function of plasmacytoid dendritic cells [Bulk RNA-seq]	Mus musculus	Expression profiling by high throughput sequencing	15.0	scored		GPL24247	41087726	True	8.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	15.0	single_channel	0.1723308333814104	0.4521531736541861	0.0		15.0	0.50709255283711	0.0536913376831822	0.4889821045214988	0.0643508045090754	0.1207363221040737	0.6682022719066172	0.2656199086289623	0.3386506864054007	0.464834840100684	0.0808440334455573	log2(x+1)	GSE252188_counts.raw.csv.gz		mixed	mixed	spearman												0.19621346576089754	0.2001777621233868	0.8952516280835303
GSE252219	cgas_title,sting1	IRF3 activates RB to authorize cGAS-STING-induced senescence and mitigate liver fibrosis	Homo sapiens	Expression profiling by high throughput sequencing	8.0	scored		GPL20795		True	8.0	15.0	3.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,EIF2AK2,IRF7,STAT1,RSAD2,ISG20,CXCL10	STING1,TBK1,IRF3	True	8.0	single_channel	4.788286444891375	0.8223081741942315	0.0		8.0	0.4047619047619048	0.3198886412288163	0.4761904761904762	0.2329355346500979	0.0238095238095238	0.9553740118158806			0.6904761904761906	0.0579903181645727	log2(x+1)	GSE252219_Gene_FPKM.txt.gz		mixed	mixed	spearman												0.5843683789148534	0.46952700818483856	0.9834079000416491
GSE252293	dna_repair,nhej	Epidermal Growth Factor Rejuvenates Aged Hematopoietic Stem Cells	Mus musculus	Expression profiling by high throughput sequencing	4.0	skipped	over_25MB:GSE252293_RAW.tar	GPL24247																																														
GSE249852	sting1	A Single-atom Manganese Nanozyme Mn-N/C Promotes Anti-tumor Immune Response via Eliciting Type I Interferon Signaling	Mus musculus	Expression profiling by high throughput sequencing	6.0	scored		GPL24247	38308189	True	8.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	7.0	single_channel	1.960941753032449	4.766848823925184	0.0		7.0	0.1576220812478201	0.7357240883178837	0.4531634835874829	0.3071812410541064	0.1576220812478201	0.7357240883178837	0.1970276015597751	0.6719698959610128	0.3546496828075953	0.4350657676903054	log2(x+1)	GSE249852_Expression.xlsx		mixed	mixed	spearman												0.8749373135343267	0.5658933108763148	0.9123484262509669
GSE252340	sting1	Effect of treatment by BAY1217389 for 48 hr on H1944	Homo sapiens	Expression profiling by high throughput sequencing	4.0	skipped	only_raw_tar_or_no_gene_table	GPL24676	38227896																																													
GSE252566	prkdc	CDC7 inhibition impairs neuroendocrine transformation in lung and prostate tumors through MYC degradation I	Homo sapiens	Expression profiling by high throughput sequencing	12.0	scored		GPL20301	39054323	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	12.0	single_channel	7.78934807777343	0.2909967854352833	0.0		12.0	-0.2097902097902098	0.512840943181826	0.4895104895104896	0.1062523717593459	0.3356643356643357	0.2861229029149874	-0.3286713286713286	0.2969041156887641	0.7622377622377624	0.0039504489725426	log2(x+1)	GSE252566_RNAseq_expression_AllSamples_LnCapDKP_TPM.txt.gz		NHEJ_down_IFN_up	NHEJ_down_IFN_up	spearman												0.7400385359878999	0.28260616038950287	0.5859327784067737
GSE252567	prkdc	CDC7 inhibition impairs neuroendocrine transformation in lung and prostate tumors through MYC degradation II	Homo sapiens	Expression profiling by high throughput sequencing	14.0	scored		GPL20301	39054323	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	14.0	single_channel	6.825768830816138	1.0221365952109798	0.0		14.0	-0.5208791208791209	0.0561539273437026	0.2175824175824176	0.454919373170033	0.7890109890109891	0.0007946144116544	-0.3934065934065934	0.1640315734007777	-0.5516483516483517	0.0408490583511228	log2(x+1)	GSE252567_RNAseq_expression_AllSamples_22PCDKO_EP4102_TPM.txt.gz		NHEJ_down_IFN_up	NHEJ_down_IFN_up	spearman												0.20200360590153413	0.6940924006370602	0.01785895890193264
GSE253398	sting1	STING activation improves T-cell-engaging immunotherapy of acute myeloid leukemia	Homo sapiens	Expression profiling by high throughput sequencing	1.0	skipped	only_raw_tar_or_no_gene_table	GPL15433	40009483																																													
GSE253681	sting1	Universal STING Mimic Boosts Antitumour Immunity via Preferential Activation of Tumour Control Signalling Pathways	Mus musculus	Expression profiling by high throughput sequencing	4.0	skipped	only_raw_tar_or_no_gene_table	GPL21103																																														
GSE253416	sting1	Transcriptomic analysis of primary mouse adipocytes after Rbm43 knockdown	Mus musculus	Expression profiling by high throughput sequencing	6.0	scored		GPL24247	39965564	True	7.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	0.3629146106890861	0.5144057278217821	0.0		6.0	0.4394802124588286	0.383220913257781	-0.304255531702266	0.5576993870568203	-0.7775419143502353	0.0687269414410895	-0.1690308509457033	0.7488684500235266	0.0676123403782813	0.8987360319248712	log2(x+1)	GSE253416_normalized-counts.txt.gz		NHEJ_up_IFN_down	NHEJ_up_IFN_down	spearman												0.6429139300631502	0.7677974716142136	0.29449979552260447
GSE252568	prkdc	CDC7 inhibition impairs neuroendocrine transformation in lung and prostate tumors through MYC degradation  III	Homo sapiens	Expression profiling by high throughput sequencing	42.0	scored		GPL20301	39054323	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	42.0	single_channel	3.367355869563037	1.817718616897524	0.0		42.0	-0.5473624503686898	0.0001758673931958	0.5919293412203226	3.644397650524768e-05	0.8210841909083543	2.7448284217157e-11	0.4726521351592254	0.0015737194481075	0.7841341868568187	8.12401648227114e-10	log2(x+1)	GSE252568_RNAseq_expression_AllSamples_SCLC_chemotherapy_simurosertib_TPM.txt.gz		NHEJ_down_IFN_up	NHEJ_down_IFN_up	spearman												0.0026632538947941515	0.000564881635831339	6.1690018778060356e-09
GSE253724	sting1	Universal STING Mimic Boosts Antitumour Immunity via Preferential Activation of Tumour Control Signalling Pathways	Mus musculus	Expression profiling by high throughput sequencing	12.0	skipped	over_25MB:GSE253724_RAW.tar	GPL21103	38480836																																													
GSE253848	sting1	Mechano-oncogenic cytoskeletal remodeling drives leukemic transformation with mitochondrial vesicle-mediated STING activation	Mus musculus	Expression profiling by high throughput sequencing	54.0	skipped	over_25MB:GSE253848_RAW.tar	GPL24247	39986274																																													
GSE254104	cgas_title,sting1	Alzheimer’s disease-linked risk alleles elevate microglial cGAS-associated senescence and neurodegeneration in a tauopathy model [snRNAseq]	Mus musculus	Expression profiling by high throughput sequencing	27.0	skipped	over_25MB:GSE254104_RAW.tar	GPL24247	39353433,39607927																																													
GSE254103	cgas_title,sting1	Alzheimer’s disease-linked risk alleles elevate microglial cGAS-associated senescence and neurodegeneration in a tauopathy model [bulk_RNAseq]	Mus musculus	Expression profiling by high throughput sequencing	24.0	scored		GPL24247	39353433	True	8.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	24.0	single_channel	0.0	0.0	0.0		24.0											log2(x+1)	GSE254103_readcounts.csv.gz				spearman														
GSE254174	sting1	Changes to the global transcriptome in human U2OS and BJ cell lines as a result of STING activation	Homo sapiens	Expression profiling by high throughput sequencing	48.0	scored		GPL30173	39423796	True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	18.0	single_channel	1.4276063573104365	0.6729105406679313	0.0		18.0	0.0175438596491228	0.9449151835129638	0.4282765737874097	0.0762009593524021	0.3209494324045407	0.194082235126146	0.6470588235294118	0.0037015338197611	0.6078431372549019	0.0074500545188831	log2(x+1)	GSE254174_Gene_TPM.csv.gz		mixed	mixed	spearman												0.9708328571178907	0.2154234668484575	0.4956816175522876
GSE254413	sting1	Loss of ZNF408 Is Linked to Immune Escape in Breast Carcinogenesis [RNA-seq]	Homo sapiens	Expression profiling by high throughput sequencing	6.0	skipped	only_raw_tar_or_no_gene_table	GPL24676	39109172																																													
GSE255107	dna_repair,sting1	STING signalling compensates for low tumour mutation burden to drive anti-tumour immunity	Homo sapiens	Expression profiling by high throughput sequencing	11.0	skipped	over_25MB:GSE255107_RAW.tar	GPL24676	38401418																																													
GSE254245	sting1	Bulk RNA-seq of CCR6+ ILC3s	Mus musculus	Expression profiling by high throughput sequencing	8.0	scored		GPL21103	40527323	True	8.0	17.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	9.0	single_channel	1.6143835438034326	4.259799123265309	1.0	all	9.0	0.0912870929175276	0.8153180714600264	0.4564354645876384	0.2168375456189007	0.1369306393762915	0.7253691359545552	0.0912870929175276	0.8153180714600264	0.3651483716701107	0.3338991406915333	log2(x+1)	GSE254245_normalized_counts.xlsx	mixed	mixed	mixed	spearman		-0.0210518542332971	0.1179161625902609	-1.6118603122505264	0.8960649623965597	paired titles, high arm minus low arm, mean across genes of log values	5.0	3.0	8.0	8.0	0.223065250040584	0.9142770009204474	0.447103104383926	0.9120375569554477
GSE255146	cgas_title,sting1	Annexin-A1-mediated regulation of the efferocytosis in tumor-associated macrophage promotes anti-tumor immune response by activating the cGAS/STING pathway in pancreatic cancer	Mus musculus	Expression profiling by high throughput sequencing	6.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL24247																																														
GSE255745	dna_repair,nhej	S-SETMAR in the biogenesis of glioblastoma : a protective role ?	Homo sapiens	Expression profiling by high throughput sequencing	6.0	scored		GPL18460		True	8.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C,PAXX	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	6.0	single_channel	9.676718411421064	3.300924166685528	0.0		6.0	0.1428571428571428	0.7871720116618076	0.8285714285714287	0.0415626822157433	0.4285714285714286	0.3965014577259473	0.2319084142609793	0.658373571260927	0.5428571428571429	0.2657026239067054	log2(x+1)	GSE255745_HTcount_SETMAR.txt.gz		mixed	mixed	spearman												0.9003055769955408	0.14945940524781293	0.7044561472245585
GSE259306	prkdc	TurboCas: A method for locus-specific labeling of genomic regions and isolating their associated protein interactome [RNAseq]	Homo sapiens	Expression profiling by high throughput sequencing	111.0	skipped	open_file_has_no_CLDN4_or_unparsed	GPL24676	39706164																																													
GSE259291	dna_repair,sting1	A p53-CCF circuit integrates genome integrity with senescence phenotypes [RNA-Seq 1]	Homo sapiens	Expression profiling by high throughput sequencing	12.0	scored		GPL18573	40044657	True	7.0	18.0	4.0	PRKDC,XRCC4,XRCC5,XRCC6,LIG4,NHEJ1,DCLRE1C	ISG15,MX1,MX2,OAS1,OAS2,OAS3,IFIT1,IFIT2,IFIT3,IFI44,IFI44L,EIF2AK2,IRF7,STAT1,RSAD2,BST2,ISG20,CXCL10	CGAS,STING1,TBK1,IRF3	True	12.0	single_channel	5.576959383629789	0.9323155002345868	0.0		12.0	0.7600712181471058	0.0041173803556808	0.1366026613259775	0.6720542172178204	-0.455342204419925	0.1368824327726035	0.6070175438596492	0.0363410376823253	0.574431704037444	0.0507653346605709	log2(x+1)	GSE259291_gene_count.tsv.gz		mixed	mixed	spearman												0.032187173389191644	0.8497563168478489	0.4271841430786222
